the_geom,cartodb_id,field_1,incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,lon_lat,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000057CA74E0437D52C0C6221B8242534440,491,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),467,20,1223.21117683
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,492,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),468,17,6999.42708807
0101000020E6100000799C3788357A52C02E39CD86A5534440,1390,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),1375,13,1719.3521702
0101000020E61000004437F794127852C0581BF4F6BE6A4440,493,17593,148970804,01/01/2016,01:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,WHITE HISPANIC,1018527,243130,40.8339527790001,-73.8761341489999,POINT (-73.87613414899994 40.83395277900007),493,22,6205.66906407
0101000020E6100000623BCE23B57352C0B1364216D4594440,494,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),470,4,2075.88444571
0101000020E6100000396A8CA3807952C02025D595946D4440,495,18055,159842969,01/01/2017,19:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1012335,251190,40.856096963,-73.898476493,POINT (-73.89847649299999 40.856096963000034),471,23,2397.87091244
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,496,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),472,15,4108.52922652
0101000020E610000057CA74E0437D52C0C6221B8242534440,497,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),473,20,5485.17902767
0101000020E6100000623BCE23B57352C0B1364216D4594440,498,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),474,4,6474.21993422
0101000020E610000062C5A567B07F52C0409DBF647E494440,499,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),475,24,2364.84613351
0101000020E6100000B4CB8396637B52C0E0FA49B2D7564440,500,5234,148970805,01/01/2016,00:52:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.678457533,-73.9279533659999,POINT (-73.92795336599994 40.67845753300003),476,9,615.6148248
0101000020E610000025F6A876687E52C068FC9460FA584440,501,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),477,2,1383.36624275
0101000020E6100000A9A87D176F7752C031231DD434554440,502,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),478,1,5310.55477489
0101000020E610000025F6A876687E52C068FC9460FA584440,503,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),479,2,1139.9003373
0101000020E6100000623BCE23B57352C0B1364216D4594440,504,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),480,4,1891.43374881
0101000020E6100000B33ED2FECC8B52C020E917B553484440,505,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),481,14,7149.34870423
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,506,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),482,15,3680.11830096
0101000020E6100000799C3788357A52C02E39CD86A5534440,507,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),483,13,1639.43624292
0101000020E6100000375460BC177C52C0F009ADAFF7584440,508,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),484,16,4814.91638
0101000020E6100000375460BC177C52C0F009ADAFF7584440,509,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),485,16,1912.77896173
0101000020E6100000BDC090FB547952C028A6FF3D9C6D4440,510,400,191739126,01/01/2019,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072,251276,40.856330633,-73.895811931,POINT (-73.89581193099997 40.85633063300003),486,3,2594.76651861
0101000020E6100000396A8CA3807952C02025D595946D4440,511,18055,159842969,01/01/2017,19:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1012335,251190,40.856096963,-73.898476493,POINT (-73.89847649299999 40.856096963000034),487,23,681.95052022
0101000020E6100000375460BC177C52C0F009ADAFF7584440,512,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),488,16,7114.16666111
0101000020E610000037B14222117A52C029E1C30B73554440,513,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),489,6,507.03699696
0101000020E610000025F6A876687E52C068FC9460FA584440,514,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),490,2,6082.67961679
0101000020E6100000F8795D03DE7B52C0006C40F1144C4440,515,6739,148970807,01/01/2016,03:08:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1002184,155832,40.5943891110001,-73.935425607,POINT (-73.93542560699996 40.594389111000055),491,11,2486.67544196
0101000020E6100000375460BC177C52C0F009ADAFF7584440,516,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),492,16,1442.90565403
0101000020E6100000B4CB8396637B52C0E0FA49B2D7564440,517,5234,148970805,01/01/2016,00:52:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.678457533,-73.9279533659999,POINT (-73.92795336599994 40.67845753300003),494,9,2197.69894991
0101000020E610000080BBD283197A52C0A88F57F281684440,518,16154,140396353,01/01/2015,02:51:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,1009769,236748,40.816465657,-73.907807308,POINT (-73.90780730799997 40.81646565700004),495,21,451.81284895
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,519,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),496,17,5484.77410006
0101000020E610000062C5A567B07F52C0409DBF647E494440,520,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),497,24,3138.85065805
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,521,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),498,15,5547.71108885
0101000020E610000062C5A567B07F52C0409DBF647E494440,522,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),499,24,3895.56426372
0101000020E6100000375460BC177C52C0F009ADAFF7584440,523,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),500,16,1289.36149601
0101000020E610000025F6A876687E52C068FC9460FA584440,524,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),501,2,3722.93053619
0101000020E6100000375460BC177C52C0F009ADAFF7584440,525,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),502,16,6288.75238116
0101000020E610000057CA74E0437D52C0C6221B8242534440,526,4884,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,18-24,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),503,8,1205.41525719
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,527,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),504,15,4205.38163983
0101000020E610000025F6A876687E52C068FC9460FA584440,528,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),505,2,3882.87100999
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,529,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),506,15,2517.9350363
0101000020E610000062C5A567B07F52C0409DBF647E494440,530,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),507,24,3738.61053038
0101000020E6100000B33ED2FECC8B52C020E917B553484440,531,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),508,14,5827.95165444
0101000020E610000057CA74E0437D52C0C6221B8242534440,532,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),509,20,4530.49767934
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,533,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),510,15,4665.39300136
0101000020E6100000623BCE23B57352C0B1364216D4594440,534,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),511,4,7030.53004458
0101000020E61000007C2A533EB77852C019DC9AD745544440,535,15005,159829845,01/01/2017,11:00:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,1015829,179160,40.6583814150001,-73.886184293,POINT (-73.88618429299999 40.65838141500007),512,19,656.84681463
0101000020E610000080BBD283197A52C0A88F57F281684440,536,16154,140396353,01/01/2015,02:51:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,1009769,236748,40.816465657,-73.907807308,POINT (-73.90780730799997 40.81646565700004),513,21,7123.94102475
0101000020E6100000B33ED2FECC8B52C020E917B553484440,537,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),514,14,4155.28721961
0101000020E6100000C4DA4405857A52C0111CD38A24694440,538,14177,159827413,01/01/2017,01:40:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007951,238554,40.821427682,-73.9143689319999,POINT (-73.91436893199995 40.82142768200004),515,18,203.4368808
0101000020E6100000375460BC177C52C0F009ADAFF7584440,539,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),516,16,5547.71444894
0101000020E61000004437F794127852C0581BF4F6BE6A4440,540,17593,148970804,01/01/2016,01:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,WHITE HISPANIC,1018527,243130,40.8339527790001,-73.8761341489999,POINT (-73.87613414899994 40.83395277900007),517,22,810.21250361
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,541,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),518,17,4995.11411201
0101000020E610000062C5A567B07F52C0409DBF647E494440,542,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),519,24,9653.34556827
0101000020E610000025F6A876687E52C068FC9460FA584440,543,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),520,2,3557.4938029
0101000020E6100000BDC090FB547952C028A6FF3D9C6D4440,544,400,191739126,01/01/2019,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072,251276,40.856330633,-73.895811931,POINT (-73.89581193099997 40.85633063300003),521,3,1295.87990662
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,545,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),522,15,2351.93519063
0101000020E610000037B14222117A52C029E1C30B73554440,546,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),523,6,715.98704487
0101000020E6100000A9A87D176F7752C031231DD434554440,547,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),524,1,2057.01616706
0101000020E610000057CA74E0437D52C0C6221B8242534440,548,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),525,20,3255.19904978
0101000020E610000062C5A567B07F52C0409DBF647E494440,549,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),526,24,6592.36927234
0101000020E6100000C4DA4405857A52C0111CD38A24694440,550,14177,159827413,01/01/2017,01:40:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007951,238554,40.821427682,-73.9143689319999,POINT (-73.91436893199995 40.82142768200004),527,18,2129.41356631
0101000020E610000062C5A567B07F52C0409DBF647E494440,551,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),528,24,5483.80435391
0101000020E610000055C1C6FA087952C0D074E6F3916A4440,552,5482,159827171,01/01/2017,05:54:00,BRONX,42,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1014366,242624,40.8325791240001,-73.891173071,POINT (-73.89117307099998 40.83257912400006),529,10,151.9747196
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,553,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),530,15,1694.20958537
0101000020E6100000BDC090FB547952C028A6FF3D9C6D4440,554,400,191739126,01/01/2019,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072,251276,40.856330633,-73.895811931,POINT (-73.89581193099997 40.85633063300003),531,3,2975.23652162
0101000020E6100000799C3788357A52C02E39CD86A5534440,555,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),532,13,1992.07032589
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,556,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),533,12,667.58844994
0101000020E6100000375460BC177C52C0F009ADAFF7584440,557,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),534,16,5443.98976718
0101000020E6100000C4DA4405857A52C0111CD38A24694440,558,14177,159827413,01/01/2017,01:40:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007951,238554,40.821427682,-73.9143689319999,POINT (-73.91436893199995 40.82142768200004),535,18,579.77223746
0101000020E6100000C4DA4405857A52C0111CD38A24694440,559,14177,159827413,01/01/2017,01:40:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007951,238554,40.821427682,-73.9143689319999,POINT (-73.91436893199995 40.82142768200004),536,18,1142.47237261
0101000020E6100000799C3788357A52C02E39CD86A5534440,560,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),537,13,1639.43624292
0101000020E6100000623BCE23B57352C0B1364216D4594440,561,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),538,4,6373.60627852
0101000020E610000057CA74E0437D52C0C6221B8242534440,562,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),539,20,4934.51360236
0101000020E61000007C2A533EB77852C019DC9AD745544440,563,15005,159829845,01/01/2017,11:00:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,1015829,179160,40.6583814150001,-73.886184293,POINT (-73.88618429299999 40.65838141500007),540,19,741.72667259
0101000020E6100000B33ED2FECC8B52C020E917B553484440,564,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),541,14,6370.64891699
0101000020E6100000A9A87D176F7752C031231DD434554440,565,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),542,1,5884.52249333
0101000020E610000057CA74E0437D52C0C6221B8242534440,566,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),543,20,4365.05221355
0101000020E6100000A9A87D176F7752C031231DD434554440,567,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),544,1,10399.01292012
0101000020E6100000799C3788357A52C02E39CD86A5534440,568,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),545,13,1816.99701032
0101000020E610000062C5A567B07F52C0409DBF647E494440,569,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),546,24,3535.63005665
0101000020E610000037B14222117A52C029E1C30B73554440,570,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),547,6,442.89100799
0101000020E6100000623BCE23B57352C0B1364216D4594440,571,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),548,4,4023.18692629
0101000020E6100000B4CB8396637B52C0E0FA49B2D7564440,572,5234,148970805,01/01/2016,00:52:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.678457533,-73.9279533659999,POINT (-73.92795336599994 40.67845753300003),549,9,1957.94969264
0101000020E6100000A9A87D176F7752C031231DD434554440,573,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),550,1,3123.50412738
0101000020E6100000B33ED2FECC8B52C020E917B553484440,574,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),551,14,9753.97631055
0101000020E610000057CA74E0437D52C0C6221B8242534440,575,4884,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,18-24,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),552,8,2430.95386897
0101000020E61000004437F794127852C0581BF4F6BE6A4440,576,17593,148970804,01/01/2016,01:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,WHITE HISPANIC,1018527,243130,40.8339527790001,-73.8761341489999,POINT (-73.87613414899994 40.83395277900007),553,22,763.52909886
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,577,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),554,15,2506.12074832
0101000020E6100000375460BC177C52C0F009ADAFF7584440,578,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),555,16,921.26907906
0101000020E610000057CA74E0437D52C0C6221B8242534440,579,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),556,20,2599.65171754
0101000020E6100000B4CB8396637B52C0E0FA49B2D7564440,580,5234,148970805,01/01/2016,00:52:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.678457533,-73.9279533659999,POINT (-73.92795336599994 40.67845753300003),557,9,3040.07306853
0101000020E610000025F6A876687E52C068FC9460FA584440,581,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),558,2,2653.51854984
0101000020E6100000F8795D03DE7B52C0006C40F1144C4440,582,6739,148970807,01/01/2016,03:08:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1002184,155832,40.5943891110001,-73.935425607,POINT (-73.93542560699996 40.594389111000055),559,11,766.29422084
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,583,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),560,17,4006.81785455
0101000020E6100000F8795D03DE7B52C0006C40F1144C4440,584,6739,148970807,01/01/2016,03:08:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1002184,155832,40.5943891110001,-73.935425607,POINT (-73.93542560699996 40.594389111000055),561,11,3088.99367477
0101000020E6100000623BCE23B57352C0B1364216D4594440,585,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),562,4,7496.9270232
0101000020E6100000623BCE23B57352C0B1364216D4594440,586,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),563,4,6865.41432532
0101000020E6100000375460BC177C52C0F009ADAFF7584440,587,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),564,16,573.67752707
