the_geom,cartodb_id,fountain_ty,collection,system,featuresta,parentid,gispropnum,objectid,department,painted,gisobjid,signname,position,fountain_co,borough,descriptio,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E6100000653704D0CA7752C01F7A1A03386B4440,576,C,2018-01-27 00:00:00+00,X123-DF0130,Active,X123,X123,755,X-09,no,100038147,Noble Playground,Near Ballfield,1,X,"C, Near Ballfield",553,843,230.4784323
0101000020E61000006CAE59E8C27C52C068EA822D6E654440,577,A,2018-05-01 00:00:00+00,M213-DF0517,Active,M213,M213,2741,M-11,no,100040160,Mae Grant Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",554,2853,148.60599096
0101000020E61000004D277B82E47B52C01FBEC6B8AA584440,578,Bottle Filler High Low,2018-01-15 00:00:00+00,B359-DF0115,Active,B359,B359,125,B-03,no,100037582,Eleanor Roosevelt Playground,In Playground,2,B,"Bottle Filler High Low, In Playground",555,256,565.19949164
0101000020E6100000B20965CB907D52C04B7DFACEE3554440,579,E Wheelchair,2018-01-22 00:00:00+00,B044-DF0319,Active,B044,B044,396,B-09,yes,100037725,Dr. Ronald McNair Park,Out in Open,1,B,"E Wheelchair, Out in Open",556,2309,538.32993011
0101000020E6100000B5350D0BE57952C01C50A0102B5A4440,580,A,2018-01-30 00:00:00+00,Q398-DF0142,Active,Q398,Q398,939,Q-05,no,100038312,Rosemary's Playground,In Playground,1,Q,"A, In Playground",557,1526,467.47739902
0101000020E6100000474BEAEC877E52C0F899B55C175C4440,581,C,2018-04-04 00:00:00+00,M201-DF0380,Active,M201,M201,2573,M-03,no,100039939,Wald Playground,"In Playground, Near Ballfield, Under Tree",1,M,"C, In Playground, Near Ballfield, Under Tree",558,1097,108.85488863
0101000020E610000010CE66FFC97B52C0E58923A94B4D4440,582,A,2018-03-06 00:00:00+00,B057-DF0839,Active,B057,B057,2440,B-18,yes,100039878,Marine Park,Near Ballfield,1,B,"A, Near Ballfield",559,2598,316.08046206
0101000020E610000073A12DC5007B52C0B78E10A14D624440,583,E Wheelchair,2018-01-25 00:00:00+00,Q436-DF0045,Active,Q436,Q436,613,Q-01,no,100038010,Athens Square,In Playground,1,Q,"E Wheelchair, In Playground",560,1819,324.93469984
0101000020E610000009F220E2017C52C0D95C9322644F4440,584,D,2018-01-25 00:00:00+00,B207-DF0454,Active,B207,B207,631,B-18,yes,100038084,Sarsfield Playground,"Out in Open, In Playground",1,B,"D, Out in Open, In Playground",561,2644,216.11730997
0101000020E6100000F1C368BDC17652C0A407D04E9B604440,585,A,2018-01-31 00:00:00+00,Q415-DF0162,Active,Q415,Q415,995,Q-03,no,100038385,Louis Armstrong Playground,Under Tree,1,Q,"A, Under Tree",562,2941,456.35014099
0101000020E610000065F8F719877052C0F23D9262865F4440,586,CS Concrete,2018-02-23 00:00:00+00,Q317-DF0617,Active,Q317,Q317,2118,Q-11,no,100039520,Tall Oak Playground,In Playground,1,Q,"CS Concrete, In Playground",563,1138,403.48918899
0101000020E610000058D03EB2917C52C02B2572CA83594440,587,C,2018-05-29 00:00:00+00,B302-DF0897,Active,B302,B302,2917,B-03,,100040304,Charlie's Place,"In Shade, In Playground",1,B,"C, In Shade, In Playground",564,5,222.11375138
0101000020E61000001E4D06C51A7D52C0477C037208544440,588,CS Concrete,2018-01-22 00:00:00+00,B267-DF0311,Active,B267,B267,385,B-09,yes,100037772,Parkside Playground,Just Outside Playground,1,B,"CS Concrete, Just Outside Playground",565,2865,486.88076976
0101000020E6100000F6328A1B7B8052C0684848C6025A4440,589,Other,2018-03-24 00:00:00+00,M391-DF0331,Active,M391,M391,2524,M-01,no,100039926,East River Waterfront Esplanade,In Shade,1,M,"Other, In Shade",566,723,190.93544413
0101000020E6100000CD2B69E9CE7C52C029EC9A3CF7634440,590,C,2018-03-03 00:00:00+00,M294-DF0253,Active,M294,M294,2388,M-08,no,100039775,Ruppert Park,In Playground,1,M,"C, In Playground",567,1826,549.06030058
0101000020E61000002AEE8D17588052C082CE82BCF6534440,591,A,2018-01-29 00:00:00+00,B210B-DF0531,Active,B210B,B210B,857,B-07,yes,100038247,D'Emic Playground,In Playground,1,B,"A, In Playground",568,2593,32.36279596
0101000020E61000008CBC73E77A7952C04466BBF07D5A4440,592,A,2018-02-01 00:00:00+00,Q038-DF0321,Active,Q038,Q038,1190,Q-05,no,100038516,Benninger Playground,"Under Tree, Just Outside Playground",1,Q,"A, Under Tree, Just Outside Playground",569,232,628.02887465
0101000020E6100000D4F6E922D97D52C08B96B6184D664440,593,A,2018-04-17 00:00:00+00,M238-DF0465,Active,M238,M238,2658,M-07,yes,100040057,Bloomingdale Playground,"In Playground, Under Tree, Near Ballfield",1,M,"A, In Playground, Under Tree, Near Ballfield",570,3092,262.08197698
0101000020E61000009F6471491B7D52C026F36FB254574440,594,C,2018-01-22 00:00:00+00,B237-DF0312,Active,B237,B237,388,B-03,yes,100037788,John Hancock Playground,In Playground,1,B,"C, In Playground",571,3069,213.5460213
0101000020E6100000E3F5E63DED7552C01DE58C2F996B4440,595,E Wheelchair Child,2018-01-20 00:00:00+00,X016-DF0027,Active,X016,X016,295,X-10,no,100037692,Owen F. Dolen Park,Out in Open,2,X,"E Wheelchair Child, Out in Open",572,183,464.17670122
0101000020E6100000962299CE0B7C52C08CB1FEC9BA6B4440,596,A,2018-02-21 00:00:00+00,M240-DF0110,Active,M240,M240,2049,M-12A,yes,100039454,Audubon Playground,Out in Open,1,M,"A, Out in Open",573,715,44.09847505
0101000020E6100000B3661A238A7B52C0958E4A7D556E4440,597,Other,2018-03-01 00:00:00+00,M029-DF0234,Active,M029,M029,2334,M-12,no,100039734,Fort Tryon Park,Under Tree,1,M,"Other, Under Tree",574,2393,136.12670254
0101000020E610000011FAB2FB7D7B52C0992332EFF8504440,598,B,2018-02-04 00:00:00+00,B206-DF0634,Active,B206,B206,1401,B-18,yes,100038867,Kings Highway Malls,"Out in Open, In Playground",1,B,"B, Out in Open, In Playground",575,2398,753.37120392
0101000020E61000002BE095A68B7A52C066D32C8732534440,599,A,2018-02-09 00:00:00+00,B271-DF0642,Active,B271,B271,1575,B-17,yes,100038897,Railroad Playground,"Out in Open, Near Ballfield",1,B,"A, Out in Open, Near Ballfield",576,1735,533.69325023
0101000020E61000008F6501A4457E52C0FD498A65184F4440,600,A,2018-01-20 00:00:00+00,B372-DF0257,Active,B372,B372,293,B-12,yes,100037646,Friends Field,Near Ballfield,1,B,"A, Near Ballfield",1058,2107,571.26545625
0101000020E61000008CF640D9127A52C0121DD702BE624440,601,A,2018-01-25 00:00:00+00,Q385-DF0049,Active,Q385,Q385,634,Q-01,,100038079,Ditmars Park,In Playground,1,Q,"A, In Playground",577,2479,28.7003546
0101000020E6100000EB03414BA07E52C049D53D60A0564440,602,D,2018-01-20 00:00:00+00,B320-DF0260,Active,B320,B320,300,B-06,no,100037651,Park Slope Playground,In Playground,1,B,"D, In Playground",578,955,528.47443709
0101000020E6100000D6337A628B7052C0B0347298B14C4440,603,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",579,858,619.44678729
0101000020E6100000BDD8A974DE7B52C0A40789BB11664440,604,A,2018-04-05 00:00:00+00,M239-DF0403,Active,M239,M239,2596,M-11,no,100039986,P.S. 155 Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",580,1126,122.08666613
0101000020E6100000FF1CA172437F52C0F4AE4BC4F55E4440,605,E Wheelchair,2018-02-20 00:00:00+00,M052-DF0104,Active,M052,M052,2042,M-05,yes,100039417,Madison Square Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",581,2028,237.14715033
0101000020E61000001B48B806BC7952C0FDC9272EBB6C4440,606,CS Metal,2018-02-19 00:00:00+00,X017-DF0326,Active,X017,X017,1649,X-05,no,100039078,Richman (Echo) Park,"In Playground, Under Tree",1,X,"CS Metal, In Playground, Under Tree",582,1443,247.95811241
0101000020E6100000F7F8154F077C52C0DFFD7E2C346D4440,607,A,2018-03-01 00:00:00+00,M009-DF0246,Active,M009,M009,2347,M-12,yes,100039719,Bennett Park,In Playground,1,M,"A, In Playground",583,1018,161.22579323
0101000020E6100000535AD8D6CA7A52C0E006F752F7584440,608,Other,2018-01-12 00:00:00+00,B139-DF0065,Active,B139,B139,75,B-04,no,100037457,Heckscher Playground,Just Outside Playground,1,B,"Other, Just Outside Playground",584,1632,386.35707366
0101000020E61000003219C616817952C0A4A27ECB83714440,609,E Wheelchair,2018-02-02 00:00:00+00,X092-DF0228,Active,X092,X092,1267,X-13,yes,100038657,Van Cortlandt Park,"Out in Open, Just Outside Playground",1,X,"E Wheelchair, Out in Open, Just Outside Playground",585,343,240.71987693
0101000020E6100000B1164B1D0D8152C0787A5E8D2A504440,610,A,2018-02-15 00:00:00+00,B060-DF0752,Active,B060,B060,1867,B-10,no,100039264,McKinley Park,In Playground,1,B,"A, In Playground",586,1701,50.82232975
0101000020E6100000F0C5EEA16B7E52C07CC3B7FEE05C4440,611,C,1899-11-30 00:00:00+00,M270-DF0009,Active,M270,M270,9,M-03,,100037395,Dry Dock Playground,"Under Tree, In Playground",1,M,"C, Under Tree, In Playground",587,1668,203.56822453
0101000020E6100000393361CF6F7C52C0E08089DD216A4440,612,CS Metal,2018-04-24 00:00:00+00,M018-DF0497,Active,M018,M018,2694,M-09,no,100040053,Carmansville Park,"In Playground, Near Ballfield",1,M,"CS Metal, In Playground, Near Ballfield",588,1690,87.7634289
0101000020E6100000E6BD8FAF707052C03A194ADF825E4440,613,A,2018-02-23 00:00:00+00,Q349-DF0618,Active,Q349,Q349,2119,Q-11,yes,100039550,Telephone Playground,In Playground,1,Q,"A, In Playground",589,2305,221.51197057
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,614,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",590,458,189.61875156
0101000020E610000078C857CB887C52C0B7E2DC8BBA594440,615,A,2018-01-23 00:00:00+00,B286-DF0399,Active,B286,B286,506,B-01,yes,100037988,Bartlett Playground,"Under Tree, Just Outside Playground",1,B,"A, Under Tree, Just Outside Playground",591,918,220.92812084
0101000020E61000003CDC7939767852C004A8F9E7F95E4440,616,D,2018-02-18 00:00:00+00,Q361-DF0574,Active,Q361,Q361,1986,Q-04,,100039316,Moore Homestead Playground,"Under Tree, Out in Open",1,Q,"D, Under Tree, Out in Open",592,676,168.9538709
0101000020E61000005035A5B4217752C061D274AECA5F4440,617,A,2018-02-11 00:00:00+00,Q026-DF0557,Active,Q026,Q026,1602,Q-04,no,100039031,Park Of The Americas,"Out in Open, Near Ballfield",1,Q,"A, Out in Open, Near Ballfield",593,310,385.4874235
0101000020E610000079BC7623D16F52C00FB5A2D856624440,618,E Wheelchair,2018-02-23 00:00:00+00,Q059-DF0615,Active,Q059,Q059,2116,Q-11,no,100039547,Catharine Turner Richardson Park,Under Tree,1,Q,"E Wheelchair, Under Tree",594,1736,411.93597811
0101000020E610000022D85279E87D52C053ED722143534440,619,A,2018-01-22 00:00:00+00,B068-DF0336,Active,B068,B068,416,B-14,no,100037807,Parade Ground,"Out in Open, Near Ballfield",1,B,"A, Out in Open, Near Ballfield",595,2233,137.59354107
0101000020E6100000FFC98F27907C52C0031905DB66644440,620,C,2018-05-01 00:00:00+00,M187-DF0519,Active,M187,M187,2744,M-11,no,100040111,Marx Brothers Playground,Near Ballfield,1,M,"C, Near Ballfield",596,3045,52.86181297
0101000020E6100000DE2E4751BD7E52C064DDD1C9AA524440,621,D,2018-01-27 00:00:00+00,B297-DF0510,Active,B297,B297,782,B-12,no,100038178,Albemarle Playground,"In Playground, Out in Open",1,B,"D, In Playground, Out in Open",597,1756,345.85953101
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,622,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",598,458,189.61875156
0101000020E6100000458A5B33B47E52C0D9EE2CE38D5B4440,623,A,2018-04-04 00:00:00+00,M195-DF0384,Active,M195,M195,2577,M-03,yes,100039912,Sidney Hillman Playground,"Near Ballfield, In Playground",1,M,"A, Near Ballfield, In Playground",599,2006,72.62671466
0101000020E6100000028160B2BF7F52C065651565805D4440,624,E Wheelchair,2018-05-29 00:00:00+00,M098-DF0608,Active,M098,M098,2907,M-02,yes,100040383,Washington Square Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",600,3017,512.45064547
0101000020E610000074734C0E8D7F52C077D46C5770614440,625,F High Low,2018-06-18 00:00:00+00,M154-DF0658,Active,M154,M154,3094,M-04,yes,100040476,Mathews-Palmer Playground,"In Shade, Under Tree, In Playground",2,M,"F High Low, In Shade, Under Tree, In Playground",601,1106,366.14370002
0101000020E6100000E408F4E8F37E52C08ED209406E5B4440,626,Bottle Filler High Low,2018-03-12 00:00:00+00,M235-DF0298,Active,M235,M235,2475,M-03,no,100039835,Sol Lain Plgd,"Under Tree, Near Ballfield, In Playground",2,M,"Bottle Filler High Low, Under Tree, Near Ballfield, In Playground",602,330,76.14287441
0101000020E610000069E4F7C4897452C0E4DB2A24FA584440,627,D,2018-02-18 00:00:00+00,Q129-DF0582,Active,Q129,Q129,1994,Q-09,no,100039389,"Phil ""Scooter"" Rizzuto Park",Near Ballfield,1,Q,"D, Near Ballfield",603,2803,77.55910287
0101000020E6100000FF1CA172437F52C0F4AE4BC4F55E4440,628,E Wheelchair,2018-02-20 00:00:00+00,M052-DF0104,Active,M052,M052,2042,M-05,yes,100039417,Madison Square Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",604,2028,430.64490393
0101000020E6100000E3639564777552C0441BB5B5DD5A4440,629,CS Concrete,2018-01-22 00:00:00+00,Q015-DF0001,Active,Q015,Q015,355,Q-16,no,100037746,Forest Park,Just Outside Playground,1,Q,"CS Concrete, Just Outside Playground",605,7,543.72376451
0101000020E610000048EF8C65F77E52C0E44281257C634440,630,D,2018-03-20 00:00:00+00,M233-DF0325,Active,M233,M233,2516,M-07,no,100039928,Matthew P. Sapolin Playground,"Near Ballfield, In Playground",1,M,"D, Near Ballfield, In Playground",606,990,352.57372678
0101000020E610000052637AE1207C52C05C9F3BACD2594440,631,C,2018-01-26 00:00:00+00,B310-DF0465,Active,B310,B310,691,B-01,no,100038074,Bushwick Playground,"In Shade, Just Outside Playground",1,B,"C, In Shade, Just Outside Playground",608,2486,222.66267012
0101000020E6100000F015428E557952C0C14A26DE185F4440,632,C,2018-02-02 00:00:00+00,Q341F-DF0376,Active,Q341F,Q341F,1254,Q-02,no,100038658,Winfield Plaza,"Under Tree, Out in Open",1,Q,"C, Under Tree, Out in Open",609,1419,373.41923776
0101000020E610000066226341717F52C0478B75E87E5C4440,633,D,2018-02-28 00:00:00+00,M105-DF0219,Active,M105,M105,2303,M-03,no,100039733,Sara D. Roosevelt Park,"Under Tree, Just Outside Playground, Near Ballfield",1,M,"D, Under Tree, Just Outside Playground, Near Ballfield",610,2744,168.52943335
0101000020E6100000D9C2F678767A52C0AF78420A05684440,634,CS Metal,2018-01-28 00:00:00+00,X045-DF0172,Active,X045,X045,814,X-01,no,100038236,St. Mary's Park,"Out in Open, In Playground",1,X,"CS Metal, Out in Open, In Playground",611,2021,235.16091081
0101000020E6100000FD12C6EBCE7A52C073AA261B08644440,635,A,2018-02-03 00:00:00+00,Q004-DF0459,Active,Q004,Q004,1370,Q-01,no,100038725,Astoria Park,Out in Open,1,Q,"A, Out in Open",612,3051,423.22809154
0101000020E61000005D9680CDFE7852C054C8B3700D694440,636,B,2018-01-30 00:00:00+00,X009-DF0200,Active,X009,X009,909,X-02,no,100038301,Monsignor Raul Del Valle Square,Under Tree,1,X,"B, Under Tree",613,2986,48.66839475
0101000020E610000040418B96567152C05003EDA2ED604440,637,C,2018-03-23 00:00:00+00,Q364-DF0728,Active,Q364,Q364,2519,Q-11,no,100039966,Marie Curie Park,In Playground,1,Q,"C, In Playground",614,1504,688.60677637
0101000020E6100000D31279698F7952C01EB439DAC1524440,638,A,2018-01-25 00:00:00+00,B342-DF0274,Active,B342,B342,320,B-18,yes,100037736,100% Playground,"Under Tree, Out in Open, In Shade, Near Ballfield",1,B,"A, Under Tree, Out in Open, In Shade, Near Ballfield",615,878,378.64779881
0101000020E61000004E3D8DE9317F52C09DF799E70D5F4440,639,E Wheelchair Child,2018-02-20 00:00:00+00,M052-DF0103,Active,M052,M052,2041,M-05,yes,100039415,Madison Square Park,"Under Tree, In Playground",2,M,"E Wheelchair Child, Under Tree, In Playground",617,1435,498.856943
0101000020E61000000F74E2694B7A52C06BF0CB52045B4440,640,C,2018-02-06 00:00:00+00,Q002-DF0513,Active,Q002,Q002,1455,Q-05,no,100038806,Grover Cleveland Playground,In Playground,1,Q,"C, In Playground",618,2018,470.64321573
0101000020E6100000AB9F2778BD7852C0AC7087C9EF534440,641,D,2018-01-15 00:00:00+00,B345-DF0159,Active,B345,B345,169,B-05,no,100037504,Ethan Allen Playground,Under Tree,1,B,"D, Under Tree",619,83,553.11752645
0101000020E61000005D9680CDFE7852C054C8B3700D694440,642,B,2018-01-30 00:00:00+00,X009-DF0200,Active,X009,X009,909,X-02,no,100038301,Monsignor Raul Del Valle Square,Under Tree,1,X,"B, Under Tree",620,2986,241.92889985
0101000020E610000084110641B87B52C0CDC06927F6604440,643,A,2018-01-25 00:00:00+00,Q218-DF0063,Active,Q218,Q218,652,Q-01,no,100038050,Dutch Kills Playground,"Under Tree, Out in Open",1,Q,"A, Under Tree, Out in Open",621,733,592.623783
0101000020E61000006B855989587D52C057AB6513A3494440,644,E Wheelchair,2018-01-29 00:00:00+00,B169-DF0543,Active,B169,B169,872,B-13,no,100038267,Coney Island Beach & Boardwalk,Out in Open,1,B,"E Wheelchair, Out in Open",622,440,336.43107974
0101000020E6100000320580102D7752C06B46F040C56A4440,645,A,1899-11-30 00:00:00+00,X148L-DF0468,Active,X148L,X148L,3080,X-09,,100040406,Virginia Playground,,1,X,A,623,89,145.26925125
0101000020E6100000F6E3FD36FD7E52C0B39E56A9364C4440,646,E Wheelchair,2018-01-25 00:00:00+00,B106A-DF0419,Active,B106A,B106A,585,B-13,no,100037973,Scarangella Park,"Near Ballfield, Out in Open",1,B,"E Wheelchair, Near Ballfield, Out in Open",1566,2096,428.06303971
0101000020E610000096277358DD7452C0677C3E4FF56C4440,647,C,2018-01-18 00:00:00+00,X039-DF0022,Active,X039,X039,267,X-15,yes,100037634,Pelham Bay Park,In Playground,1,X,"C, In Playground",624,1977,90.94713811
0101000020E6100000DB3B3AA1277552C07FE2EE7E534A4440,648,Other,2018-02-13 00:00:00+00,Q422-DF0201,Active,Q422,Q422,1052,Q-14,no,100038472,Seaside Playground,In Playground,1,Q,"Other, In Playground",625,2779,247.63508099
0101000020E6100000C342F3D22C7252C0453AD68D4D614440,649,A,2018-03-02 00:00:00+00,Q381-DF0717,Active,Q381,Q381,2375,Q-11,no,100039774,Francis Lewis Playground,In Playground,1,Q,"A, In Playground",626,422,266.033604
0101000020E61000007BB114E4B27552C0C559E71F3C574440,650,F High Low,2018-02-06 00:00:00+00,Q118-DF0528,Active,Q118,Q118,1475,Q-10,no,100038839,Police Officer Nicholas Demutiis Park,Under Tree,2,Q,"F High Low, Under Tree",627,2117,669.32230352
0101000020E61000000A30460A6E7D52C0A6D74C94F25A4440,651,D,2018-01-26 00:00:00+00,B167-DF0482,Active,B167,B167,710,B-01,no,100038115,La Guardia Playground,"In Playground, Under Tree",1,B,"D, In Playground, Under Tree",628,20,165.71936869
0101000020E61000008F6501A4457E52C0FD498A65184F4440,652,A,2018-01-20 00:00:00+00,B372-DF0257,Active,B372,B372,293,B-12,yes,100037646,Friends Field,Near Ballfield,1,B,"A, Near Ballfield",629,2107,326.57288015
0101000020E610000089EDE51C667C52C0F567E6C228674440,653,B,2018-05-01 00:00:00+00,M058-DF0499,Active,M058,M058,2722,M-11,yes,100040114,Marcus Garvey Park,In Playground,1,M,"B, In Playground",630,1227,308.20107219
0101000020E61000006B4F8DA6347A52C0C7F65305D26C4440,654,C,2018-02-19 00:00:00+00,X257-DF0383,Active,X257,X257,2020,X-05,no,100039478,Mount Hope Playground,"Under Tree, In Playground",1,X,"C, Under Tree, In Playground",631,380,59.59556359
0101000020E6100000B20965CB907D52C04B7DFACEE3554440,655,E Wheelchair,2018-01-22 00:00:00+00,B044-DF0319,Active,B044,B044,396,B-09,yes,100037725,Dr. Ronald McNair Park,Out in Open,1,B,"E Wheelchair, Out in Open",633,2309,567.44114361
0101000020E6100000FAF77FAF427C52C050E320BA736A4440,656,CS Metal,2018-02-16 00:00:00+00,M234-DF0071,Active,M234,M234,1924,M-12A,no,100039382,Wright Brothers Playground,In Playground,1,M,"CS Metal, In Playground",634,1721,180.83578061
0101000020E610000084C06F054C8052C0FE886EB7F6534440,657,A,2018-01-29 00:00:00+00,B210B-DF0530,Active,B210B,B210B,856,B-07,yes,100038250,D'Emic Playground,In Playground,1,B,"A, In Playground",635,34,400.63313374
0101000020E610000079C1099FD17C52C05733482F70664440,658,CS Metal,2018-05-01 00:00:00+00,M198-DF0511,Active,M198,M198,2735,M-10,no,100040113,Martin Luther King Jr. Playground,"In Playground, Near Ballfield",1,M,"CS Metal, In Playground, Near Ballfield",636,2379,291.45869464
0101000020E61000001CD5461AC28552C019DFDB4CD3514440,659,D,2018-02-13 00:00:00+00,R123-DF0104,Active,R123,R123,1748,R-01,no,100039151,Jones Woods Park,Under Tree,1,R,"D, Under Tree",637,289,701.87356116
0101000020E6100000D5073F3FE47B52C006A2F82DD44B4440,660,CS Concrete,2018-02-12 00:00:00+00,B308-DF0691,Active,B308,B308,1698,B-15,yes,100039079,Yak Playground,In Playground,1,B,"CS Concrete, In Playground",638,1637,520.44692098
0101000020E6100000B430928AFC7552C05A7416ED20544440,661,C,2018-02-07 00:00:00+00,Q421-DF0540,Active,Q421,Q421,1523,Q-10,no,100038906,Walter Ward Playground,Under Tree,1,Q,"C, Under Tree",639,1502,604.91231298
0101000020E6100000D887F30AE87E52C05752DFEACC4F4440,662,A,2018-02-12 00:00:00+00,B042-DF0683,Active,B042,B042,1686,B-12,no,100039084,Gravesend Park,"Under Tree, Just Outside Playground",1,B,"A, Under Tree, Just Outside Playground",640,1384,345.78018969
0101000020E61000000D4EAB88CE7852C0A9D8B0804E544440,663,Bottle Filler High Low,2018-01-11 00:00:00+00,B214-DF0025,Active,B214,B214,35,B-05,yes,100037409,Linden Park,Under Tree,2,B,"Bottle Filler High Low, Under Tree",641,1839,307.09498491
0101000020E6100000A4CD600AF47152C092322B45A7584440,664,D,2018-02-03 00:00:00+00,Q051-DF0448,Active,Q051,Q051,1353,Q-12,no,100038757,St. Albans Park,Near Ballfield,1,Q,"D, Near Ballfield",642,296,359.9084048
0101000020E610000007517B8F917B52C0EEE4778C62574440,665,A,2018-05-30 00:00:00+00,B313-DF0899,Active,B313,B313,2919,B-03,,100040292,El Shabazz Playground,In Playground,1,B,"A, In Playground",643,615,60.80532581
0101000020E6100000646C8144B17D52C0B7B9E8CAEF544440,666,B,2018-01-22 00:00:00+00,B073-DF0289,Active,B073,B073,363,B-19,no,100037715,Prospect Park,Out in Open,1,B,"B, Out in Open",644,671,187.13696867
0101000020E61000004700AF97D57A52C007615343566F4440,667,E Wheelchair,2018-02-27 00:00:00+00,M043-DF0196,Active,M043,M043,2240,M-12,yes,100039633,Isham Park,Under Tree,1,M,"E Wheelchair, Under Tree",645,2804,190.73144496
0101000020E6100000293FB2008B8152C0837E2F32F0514440,668,A,2018-01-13 00:00:00+00,B210A-DF0077,Active,B210A,B210A,87,B-07,yes,100037444,John Allen Payne Park,"In Shade, Just Outside Playground",1,B,"A, In Shade, Just Outside Playground",646,2450,360.97745532
0101000020E61000003F889529817552C0E24932E9CC5A4440,669,E Wheelchair,2018-01-22 00:00:00+00,Q015-DF0003,Active,Q015,Q015,359,Q-16,yes,100037784,Forest Park,In Playground,1,Q,"E Wheelchair, In Playground",647,2338,984.70941487
0101000020E6100000994CA8A7A67E52C032AD235BBC494440,670,C,2018-01-22 00:00:00+00,B296-DF0360,Active,B296,B296,445,B-13,no,100037821,Luna Park,In Playground,1,B,"C, In Playground",648,2663,168.49045153
0101000020E6100000389CD27DFC7A52C0463C43012F6A4440,671,E Wheelchair,2018-03-01 00:00:00+00,X028-DF0430,Active,X028,X028,2320,X-04,yes,100039718,Joyce Kilmer Park,"Out in Open, Just Outside Playground",1,X,"E Wheelchair, Out in Open, Just Outside Playground",649,2474,442.07292846
0101000020E61000000A30460A6E7D52C0A6D74C94F25A4440,672,D,2018-01-26 00:00:00+00,B167-DF0482,Active,B167,B167,710,B-01,no,100038115,La Guardia Playground,"In Playground, Under Tree",1,B,"D, In Playground, Under Tree",650,20,165.71936869
0101000020E610000061F7C8FD9F7E52C0570281C616644440,673,F High Low,2018-03-20 00:00:00+00,M219-DF0323,Active,M219,M219,2514,M-07,no,100039978,Tecumseh Playground,"Under Tree, Just Outside Playground, Near Ballfield",2,M,"F High Low, Under Tree, Just Outside Playground, Near Ballfield",651,1938,187.59249207
0101000020E61000002C887B3E217F52C0326C084CE54D4440,674,E Wheelchair,2018-02-10 00:00:00+00,B100-DF0645,Active,B100,B100,1587,B-11,yes,100038991,Seth Low Playground/ Bealin Square,In Playground,1,B,"E Wheelchair, In Playground",652,2360,505.96112501
0101000020E6100000F776378F417C52C02D9BA51CB24A4440,675,D,2018-02-01 00:00:00+00,B240-DF0618,Active,B240,B240,1153,B-15,no,100038513,Tucker Place,Out in Open,1,B,"D, Out in Open",653,684,334.75077204
0101000020E61000003150DB956E8552C027ABFB0B4B4E4440,676,Other,2018-02-08 00:00:00+00,R125-DF0073,Active,R125,R125,1540,R-01,yes,100038901,Lopez Playground,In Playground,1,R,"Other, In Playground",654,1376,531.34740362
0101000020E6100000067D72BF718052C0317F753C0E5A4440,677,Other,2018-03-24 00:00:00+00,M391-DF0332,Active,M391,M391,2525,M-01,no,100039949,East River Waterfront Esplanade,In Shade,1,M,"Other, In Shade",655,1451,159.23511409
0101000020E610000096277358DD7452C0677C3E4FF56C4440,678,C,2018-01-18 00:00:00+00,X039-DF0022,Active,X039,X039,267,X-15,yes,100037634,Pelham Bay Park,In Playground,1,X,"C, In Playground",656,1977,90.94713811
0101000020E610000057DFF6C25A7F52C0974E2F2AB4584440,679,Other,2018-02-25 00:00:00+00,B113C-DF0803,Active,B113C,B113C,2145,B-02,no,100039518,Korean War Veterans Plaza,Out in Open,1,B,"Other, Out in Open",657,2049,149.31799592
0101000020E6100000A869F6BB827552C004E953ECF3494440,680,Trough,2018-02-02 00:00:00+00,Q050-DF0432,Active,Q050,Q050,1323,Q-14,no,100038763,Rockaway Beach,Out in Open,1,Q,"Trough, Out in Open",658,1903,270.81880256
0101000020E6100000444ECE5C996E52C0478DBD72DE604440,681,A,2018-02-23 00:00:00+00,Q346-DF0608,Active,Q346,Q346,2109,Q-11,yes,100039551,Challenge Playground,Near Ballfield,1,Q,"A, Near Ballfield",659,628,678.37712042
0101000020E61000007A727FBC627752C0F3AC2C04F86F4440,682,E Wheelchair Dog,2018-01-21 00:00:00+00,X161-DF0021,Active,X161,X161,266,X-12,no,100037610,Gun Hill Playground,"In Playground, In Shade",1,X,"E Wheelchair Dog, In Playground, In Shade",660,1236,351.68565104
