the_geom,cartodb_id,objectid,url,name,line,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E6100000843128B3417E52C0E62C19EFC7574440,473,791,http://web.mta.info/nyct/service/,Oxford St & Fulton Ave at NE corner,C,459,936,205.3956326
0101000020E610000075DFC1E09A8052C0773F44AB935B4440,474,278,http://web.mta.info/nyct/service/,Chambers St & West Broadway at SW corner,1/2/03,460,423,150.695428
0101000020E6100000FAF436DF887F52C05071858428554440,475,1593,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at NE corner,R,461,1738,287.156777
0101000020E6100000F13713D1AF7852C07417C5F7FE564440,476,81,http://web.mta.info/nyct/service/,Cleveland St & Fulton St at NW corner,J,462,226,48.29076115
0101000020E6100000D45889230F7D52C0610C41A3745D4440,477,170,http://web.mta.info/nyct/service/,Manhattan Ave & Greenpoint Ave at SE corner,G,463,315,164.8901492
0101000020E6100000C1E0AA7CCF7C52C001902AE78B594440,478,182,http://web.mta.info/nyct/service/,Union Ave & Flushing Ave at SW corner,G,464,327,624.1345575
0101000020E6100000EB0E198BA67C52C03149084CE0504440,479,1212,http://web.mta.info/nyct/service/,Nostrand Ave & Avenue H at NE corner,5-Feb,465,1357,2694.73741
0101000020E6100000250D2C80297852C0A22C36D1E76F4440,480,447,http://web.mta.info/nyct/service/,Perry Ave & 205th St at NW corner,D,466,592,68.55151935
0101000020E6100000A27CC2C0737E52C0F38B786A2E534440,481,516,http://web.mta.info/nyct/service/,Prospect Expwy & Fort Hamilton Pkwy at NW corner,F,467,661,368.4197938
0101000020E61000000B9EA46C917852C0524FBB4DB85F4440,482,1797,http://web.mta.info/nyct/service/,82nd St & Roosevelt Ave at NE corner,7,468,64,415.1364338
0101000020E610000061422368CC7C52C076DBF79A1E544440,483,605,http://web.mta.info/nyct/service/,Nostrand Ave & Winthrop St at NE corner,5-Feb,469,750,206.535604
0101000020E6100000EADB3252EF7452C09350CD85CA574440,484,443,http://web.mta.info/nyct/service/,116th St & Liberty Ave at NW corner,A,470,588,432.7132676
0101000020E61000004E549300357B52C096089D3E3B6E4440,485,211,http://web.mta.info/nyct/service/,Hillside Ave & Nagle Ave at SW corner,1,471,356,181.1352281
0101000020E61000008E8A2A8C2D7D52C04F3C819BC5634440,486,1652,http://web.mta.info/nyct/service/,Lexington Ave & 86th St at SW corner,4/5/06,472,1797,420.8624484
0101000020E61000003E27FDF3348152C0443B28DE01524440,487,1903,http://web.mta.info/nyct/service/,4th Ave & 60th St at SW corner,N-R,473,1903,226.1991077
0101000020E6100000872723861D7552C0AA4CBDB035614440,488,1775,http://web.mta.info/nyct/service/,Main St & Roosevelt Ave at SE corner,7,474,42,193.6953053
0101000020E61000009BF51BB7987F52C05D328C5B054D4440,489,41,http://web.mta.info/nyct/service/,Bay Pkwy & 86th St at SE corner,D,475,186,700.4644522
0101000020E610000034C1499D807B52C00C1A176EF9564440,490,807,http://web.mta.info/nyct/service/,Utica Ave & Fulton St at NW corner,A-C,476,952,492.6746502
0101000020E6100000D43A6075E47D52C0F9C6595183574440,491,801,http://web.mta.info/nyct/service/,Clinton Ave & Fulton Ave at NW corner,C,477,946,99.89440198
0101000020E61000003D7C2E39EE7852C09720C480255B4440,492,112,http://web.mta.info/nyct/service/,69th St & Metropolitan Ave at SW corner,M,478,257,1463.133328
0101000020E6100000CE2047A8197F52C082E8F2EF33584440,493,789,http://web.mta.info/nyct/service/,Hoyt St & Schermerhorn St at NE corner,A-C-G,479,934,131.4541108
0101000020E6100000F45E86C6137552C0453E51ECA1594440,494,62,http://web.mta.info/nyct/service/,121st St & Jamaica Ave at SW corner,J-Z,480,207,736.9813083
0101000020E61000003C15F859878752C04698E58961494440,495,1695,http://web.mta.info/nyct/service/,Rose Av & New Dorp Pz at   Corner,SIR,481,1840,6816.724317
0101000020E6100000C22A745AB77D52C0579A369F73654440,496,374,http://web.mta.info/nyct/service/,Central Park West & 97th St at NW corner,B-C,482,519,275.6008009
0101000020E6100000BABC58C4B07952C0993963C5A9524440,497,1068,http://web.mta.info/nyct/service/,Glenwood Rd & E 98th St at NW corner,L,483,1213,550.3279001
0101000020E61000003D7C2E39EE7852C09720C480255B4440,498,112,http://web.mta.info/nyct/service/,69th St & Metropolitan Ave at SW corner,M,484,257,1560.174737
0101000020E6100000BA391171737C52C0418C628A725B4440,499,336,http://web.mta.info/nyct/service/,Graham Ave & Metropolitan Ave at NW corner,L,485,481,347.3352522
0101000020E61000003E7D18E9457852C03636EDC9FC6F4440,500,947,http://web.mta.info/nyct/service/,Bainbridge Ave & 205th St at SE corner,D,486,1092,105.3317639
0101000020E610000048F7AE24797952C0C37B8DA5486E4440,501,956,http://web.mta.info/nyct/service/,Grand Concourse & 188th St at NW corner,B-D,487,1101,92.79958208
0101000020E6100000085A4A7B837852C00D8588C6135F4440,502,859,http://web.mta.info/nyct/service/,Britton Ave & Broadway at SW corner,M-R,488,1004,39.69539743
0101000020E61000002884C9C9C47952C0B486A924EB544440,503,593,http://web.mta.info/nyct/service/,Powell St & Livonia Ave at SW corner,3,489,738,193.5278643
0101000020E610000031DA33DDEB7F52C031D2FF44655F4440,504,396,http://web.mta.info/nyct/service/,8th Ave & 23rd St at SW corner,C-E,490,541,258.5090407
0101000020E6100000B06BECB94C7D52C0E84B5FBEF54D4440,505,282,http://web.mta.info/nyct/service/,15th St & Kings Hwy at NE corner,B-Q,491,427,12.0707796
0101000020E6100000C1E0AA7CCF7C52C001902AE78B594440,506,182,http://web.mta.info/nyct/service/,Union Ave & Flushing Ave at SW corner,G,492,327,389.6537955
0101000020E610000044F19867257552C063B197253A614440,507,1776,http://web.mta.info/nyct/service/,Main St & Roosevelt Ave at NW corner,7,493,43,2988.380352
0101000020E610000051596C01A17B52C04F382EF697554440,508,581,http://web.mta.info/nyct/service/,Utica Ave & Eastern Pkwy at SE corner,4-Mar,494,726,1098.780177
0101000020E610000096A7A2CEDC7952C031275576FA674440,509,645,http://web.mta.info/nyct/service/,Southern Blvd & 149th St at NW corner,6,495,790,168.5185484
0101000020E6100000B907BBF0837A52C00903F80CE1604440,510,865,http://web.mta.info/nyct/service/,46th St & Broadway at NW corner,M-R,496,1010,203.9253835
0101000020E61000000BC96820967F52C0E74863FE0A4D4440,511,42,http://web.mta.info/nyct/service/,Bay Pkwy & 86th St at NE corner,D,497,187,58.24607228
0101000020E61000007C5DF12BD67E52C03FF5600EBB634440,512,253,http://web.mta.info/nyct/service/,Broadway & 72nd St at NE corner,1/2/03,498,398,202.2206723
0101000020E6100000AFBF53AC1A8052C0E696A591CF4D4440,513,36,http://web.mta.info/nyct/service/,18th Ave & 85th St at NE corner,D,499,181,157.1592344
0101000020E6100000B3E00436E77C52C06D5D19F549584440,514,185,http://web.mta.info/nyct/service/,Nostrand Ave & Lafayette Ave at SW corner,G,500,330,192.9829463
0101000020E610000068417FDAA88052C0F46129452B5B4440,515,781,http://web.mta.info/nyct/service/,Church St & Vesey St at NW corner,A-C-E-2-3,501,926,212.5000842
0101000020E610000021560E81237852C0CA31A3B4375E4440,516,852,http://web.mta.info/nyct/service/,54th St & Queens Blvd at SW corner,M-R,502,997,657.1121025
0101000020E61000003E5AA7E7DD7C52C07BD3CEAFE6544440,517,603,http://web.mta.info/nyct/service/,Nostrand Ave & Sterling St at NW corner,5-Feb,503,748,335.9069601
0101000020E61000001E1B65FA257D52C0856A0094BF634440,518,1243,http://web.mta.info/nyct/service/,Lexington Ave & 86th St at SE corner,4/5/06,504,1388,234.3652585
0101000020E61000003ACA49ECDA7E52C07609BC6A9E5D4440,519,127,http://web.mta.info/nyct/service/,1st Ave & 14th St at NE corner,L,505,272,652.5252198
0101000020E61000009DD435ACA97C52C0B3E4BFDC27654440,520,1646,http://web.mta.info/nyct/service/,Lexington Ave & 103rd St at SW corner,6,506,1791,381.4927536
0101000020E610000009673ACAC17E52C0BC6F6D25744D4440,521,59,http://web.mta.info/nyct/service/,7th St & Kings Hwy at NW corner,N,507,204,125.7835969
0101000020E61000006BAF50D6768752C0A44A476477494440,522,1489,http://web.mta.info/nyct/service/,New Dorp La & New Dorp Pz at   Corner,SIR,508,1634,18.71188775
0101000020E610000062A3AC156D8052C0A074D23DEB504440,523,54,http://web.mta.info/nyct/service/,Fort Hamilton Pkwy & 62nd St at NE corner,N,509,199,123.7933065
0101000020E6100000F854D424787E52C04897D018E6644440,524,1134,http://web.mta.info/nyct/service/,Broadway & 86th St at NE corner,1,510,1279,111.5923381
0101000020E610000032F463CE337752C077EA92A0F85F4440,525,1787,http://web.mta.info/nyct/service/,103rd St & Roosevelt Ave at SE corner,7,511,54,26.94700129
0101000020E6100000C7DD0E98877852C05BC5B0D348554440,526,599,http://web.mta.info/nyct/service/,Ashford St & Livonia Ave at SW corner,3,512,744,469.3719129
0101000020E61000006DA522111A7852C0372EF688D15F4440,527,1796,http://web.mta.info/nyct/service/,90th St & Roosevelt Ave at NW corner,7,513,63,871.2846151
0101000020E6100000CFBB12DB4E8C52C0CC66560140444440,528,1488,http://web.mta.info/nyct/service/,Huguenot Av & West Te at SE Corner,SIR,514,1633,568.0808522
0101000020E610000002D93DEB1A7A52C0698607FD85684440,529,1757,http://web.mta.info/nyct/service/,Jackson Ave & Westchester Ave at NE corner,5-Feb,515,24,797.356236
0101000020E61000009F621A16A37B52C0419A30DB4E5F4440,530,1819,http://web.mta.info/nyct/service/,33rd St & Queens Blvd at NW corner,7,516,86,55.93201662
0101000020E6100000EB9944BE4B7852C0521F71D39F6B4440,531,1738,http://web.mta.info/nyct/service/,Boston Rd & 178th St at SW corner,5-Feb,517,5,8.36183933
0101000020E61000006D7782FDD77A52C0CDC74B490F614440,532,867,http://web.mta.info/nyct/service/,Steinway St & Broadway at SE corner,M-R,518,1012,422.3767539
0101000020E6100000286D573BC88452C0D38B9D9B72514440,533,214,http://web.mta.info/nyct/service/,Bay St & Hannah St at NE Corner,SIR,519,359,107.8391738
0101000020E610000036130A87DE8052C076ADB200A65A4440,534,1385,http://web.mta.info/nyct/service/,Greenwich St & Rector St at NW corner (exit only),1,520,1530,45.46177183
0101000020E610000039F15A0A487852C06F1EA571A86B4440,535,1742,http://web.mta.info/nyct/service/,Boston Rd & 178th St at NW corner,5-Feb,521,9,1084.283267
0101000020E61000008D309015FC7C52C0A679A4EBC2674440,536,720,http://web.mta.info/nyct/service/,Saint Nicholas Ave & 125th St at SW corner,A-B-C-D,522,865,121.7944838
0101000020E61000003E0DCB4A937A52C0B85EA539B2544440,537,589,http://web.mta.info/nyct/service/,Saratoga Ave & Livonia Ave at NE corner,3,523,734,808.0044125
0101000020E6100000E6DCFAE7697552C0EC3C69E90A564440,538,1394,http://web.mta.info/nyct/service/,,A,524,1539,717.739846
0101000020E6100000CEAB30B5A57F52C0A036BD2BBB524440,539,16,http://web.mta.info/nyct/service/,9th Ave & New Utrecht Ave at NE corner,D,525,161,90.0656124
0101000020E6100000AAB2F4DD598552C0BC84F048444D4440,540,222,http://web.mta.info/nyct/service/,Clove Rd & Hillcrest Te at SW Corner,SIR,526,367,1581.079791
0101000020E61000001A7C9D616A7A52C04495F7F57C6B4440,541,967,http://web.mta.info/nyct/service/,Grand Concourse & 171st St at NE corner,B-D,527,1112,171.6133406
0101000020E6100000F97ED6BFEB7F52C0C6443F94684F4440,542,1369,http://web.mta.info/nyct/service/,New Utrecht Ave & Bay Ridge Ave at SW corner (exit only),D,528,1514,573.8163374
0101000020E610000053AD14C6167952C0E7DA0B88496A4440,543,1746,http://web.mta.info/nyct/service/,Southern Blvd & Freeman St at NW corner,5-Feb,529,13,132.2397964
0101000020E61000008E9793DE377C52C02AFBB7813B684440,544,1767,http://web.mta.info/nyct/service/,Lenox Ave & 135th St at NW corner,3-Feb,530,34,447.9686617
0101000020E61000000A0CDB19A67852C0DA1FE98D93704440,545,1229,http://web.mta.info/nyct/service/,Jerome Ave & Mosholu Pkwy at SW corner,4,531,1374,638.7891713
0101000020E6100000FA1E79ABAE7C52C0814C9707E9514440,546,610,http://web.mta.info/nyct/service/,Nostrand Ave & Newkirk Ave at SE corner,5-Feb,532,755,1638.693436
0101000020E610000023D1E66ED77A52C048639B61A36A4440,547,462,http://web.mta.info/nyct/service/,Grand Concourse & McClellan St at SW corner,B-D,533,607,261.1612424
0101000020E610000084271077F57C52C0DCC6E41B0A5F4440,548,1330,http://web.mta.info/nyct/service/,Jackson Ave & 50th Ave at NE corner,7,534,1475,106.6943889
0101000020E610000010FF5D7F127A52C0FACC634B8F684440,549,1758,http://web.mta.info/nyct/service/,Jackson Ave & Westchester Ave at NW corner,5-Feb,535,25,714.114685
0101000020E610000087EB5F24B47A52C08836BD77D46A4440,550,972,http://web.mta.info/nyct/service/,Grand Concourse & 167th St at NE corner,B-D,536,1117,703.0583091
0101000020E6100000BABC58C4B07952C0993963C5A9524440,551,1068,http://web.mta.info/nyct/service/,Glenwood Rd & E 98th St at NW corner,L,537,1213,550.3279001
0101000020E6100000872723861D7552C0AA4CBDB035614440,552,1775,http://web.mta.info/nyct/service/,Main St & Roosevelt Ave at SE corner,7,538,42,294.3549704
0101000020E610000062A3AC156D8052C0A074D23DEB504440,553,54,http://web.mta.info/nyct/service/,Fort Hamilton Pkwy & 62nd St at NE corner,N,539,199,296.059258
0101000020E6100000169BF450DB7852C0F10DD2D72C554440,554,597,http://web.mta.info/nyct/service/,Van Siclen Ave & Livonia Ave at SE corner,3,540,742,223.5558495
0101000020E61000006BAF50D6768752C0A44A476477494440,555,1489,http://web.mta.info/nyct/service/,New Dorp La & New Dorp Pz at   Corner,SIR,541,1634,702.5386386
0101000020E610000044CE608DB37752C090739A49D45D4440,556,847,http://web.mta.info/nyct/service/,Woodhaven Blvd & Queens Blvd at SE corner,M-R,542,992,1633.15306
0101000020E610000062A3AC156D8052C0A074D23DEB504440,557,54,http://web.mta.info/nyct/service/,Fort Hamilton Pkwy & 62nd St at NE corner,N,543,199,291.0035059
0101000020E6100000CF58239D817252C025C95BB6D64B4440,558,932,http://web.mta.info/nyct/service/,Beach 59th Sr & Rockaway Frwy at NW corner,A,544,1077,418.6987923
0101000020E61000005A20C537147B52C04C4A69041B554440,559,586,http://web.mta.info/nyct/service/,Rutland Rd & E. 98th St at SW corner,3,545,731,1214.87156
0101000020E61000000BC96820967F52C0E74863FE0A4D4440,560,42,http://web.mta.info/nyct/service/,Bay Pkwy & 86th St at NE corner,D,546,187,529.0924218
0101000020E610000029F2BF982D7A52C075CFB173D3544440,561,592,http://web.mta.info/nyct/service/,Rockaway Ave & Livonia Ave at NW corner,3,547,737,794.5681291
0101000020E6100000FC349CFC167652C094D0854F735C4440,562,546,http://web.mta.info/nyct/service/,70th Rd & Queens Blvd at NW corner,e-F-M-R,548,691,185.0926496
0101000020E610000032C043E0487C52C0F2183058AA554440,563,578,http://web.mta.info/nyct/service/,Kingston Ave & Eastern Pkwy at SE corner,3,549,723,673.1823433
0101000020E61000006A162D98F87552C05A6163D7F6584440,564,66,http://web.mta.info/nyct/service/,104th St & Jamaica Ave at SE corner,J-Z,550,211,691.8623956
0101000020E61000002D079E17CD8452C0B5F40CEF9D514440,565,1484,http://web.mta.info/nyct/service/,Minthorne St & Victory Bl at SE Corner,SIR,551,1629,3596.410933
0101000020E6100000809FCBD8D07C52C0C4431017B9554440,566,576,http://web.mta.info/nyct/service/,Nostrand Ave & Eastern Pkwy at SE corner,3,552,721,214.4826233
0101000020E610000099006876DD7752C04B825FBBB46B4440,567,1737,http://web.mta.info/nyct/service/,Morris Park Ave & 180th St at NW corner,5-Feb,553,4,250.8816039
0101000020E61000009DD435ACA97C52C0B3E4BFDC27654440,568,1646,http://web.mta.info/nyct/service/,Lexington Ave & 103rd St at SW corner,6,554,1791,407.744722
0101000020E6100000BB400C90687B52C01A0A26EEB1584440,569,93,http://web.mta.info/nyct/service/,Patchen Ave & Broadway at NE corner,J,555,238,676.5413808
0101000020E61000003C2C05C24E7D52C0FAE0528A56564440,570,1070,http://web.mta.info/nyct/service/,Franklin Ave & Park Pl at NW corner,FS,556,1215,117.7894492
0101000020E61000006B626FEF1A7A52C07D464F7FF6594440,571,118,http://web.mta.info/nyct/service/,Myrtle Ave & Seneca Ave at SW corner,M,557,263,156.2534972
0101000020E6100000FF7137F92D7F52C0ED0AE2DBF45B4440,572,108,http://web.mta.info/nyct/service/,Norfolk St & Delancey St at NE corner,F-J-M-Z,558,253,956.3863636
0101000020E610000016AC33492C7D52C0DCCDB3BCAB4C4440,573,2,http://web.mta.info/nyct/service/,15th St & Avenue U at SE corner,B-Q,559,147,1717.331946
0101000020E61000003018CC26C07A52C01B09CD9D99624440,574,1530,http://web.mta.info/nyct/service/,31st St & Hoyt Ave South at SW corner,N-Q,560,1675,255.0126086
0101000020E6100000EB0E198BA67C52C03149084CE0504440,575,1212,http://web.mta.info/nyct/service/,Nostrand Ave & Avenue H at NE corner,5-Feb,561,1357,1388.74198
0101000020E6100000FDFDA0F8317752C03882831DFF5F4440,576,1786,http://web.mta.info/nyct/service/,103rd St & Roosevelt Ave at NE corner,7,562,53,692.7742299
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,577,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,563,1667,4590.654558
0101000020E61000004899FB8F4C7C52C0B6B2FC5FAE594440,578,99,http://web.mta.info/nyct/service/,Flushing Ave & Broadway at SE corner,J-M,564,244,281.5895152
0101000020E61000008176C4EA8F7D52C0F2622D7FBE534440,579,1913,http://web.mta.info/nyct/service/,Ocean Ave & Woodruff Ave at NW corner (exit only),B-Q,565,1913,519.832137
0101000020E6100000C48896C79A8052C0BE93F51E675A4440,580,1193,http://web.mta.info/nyct/service/,William St & Wall St at SE corner,3-Feb,566,1338,216.6553662
0101000020E6100000C8C390E8FA7C52C066DC6D1E5A634440,581,1928,http://web.mta.info/nyct/service/,2nd Ave & bet 83rd & 84th St,Q,567,1924,31.34131691
0101000020E610000046A7AC8C468052C0C81A576CCC534440,582,1598,http://web.mta.info/nyct/service/,4th Ave & 36th St at NW corner,N-R,568,1743,137.3406119
0101000020E610000054A476DD5B7952C07358C4BB5C5A4440,583,113,http://web.mta.info/nyct/service/,Fresh Pond Rd & 67th Ave at SE corner,M,569,258,766.4955005
0101000020E6100000E70DAB048B7D52C04B882EF2EB654440,584,725,http://web.mta.info/nyct/service/,Central Park West & 103rd St at NW corner,B-C,570,870,257.8923525
0101000020E610000075D7887B2C7D52C0BC91DFAD2C574440,585,1069,http://web.mta.info/nyct/service/,Franklin Ave & Fulton St at SW corner,A-FS,571,1214,73.94075379
0101000020E6100000D077FCA9F17552C0EC1F7950896B4440,586,626,http://web.mta.info/nyct/service/,Westchester Ave & Ferris Pl at SW corner,6,572,771,497.2787602
0101000020E610000042CB79AC197C52C060D2ADCABE6B4440,587,360,http://web.mta.info/nyct/service/,Broadway & 169th St at NE corner,A-C,573,505,59.88988028
0101000020E61000009C74BA63B17B52C0C3050867F06D4440,588,1080,http://web.mta.info/nyct/service/,Fort Washington Ave & 192nd St at NW corner,A,574,1225,270.9119844
0101000020E610000011577805A27C52C00BD6C523F1504440,589,612,http://web.mta.info/nyct/service/,Nostrand Ave & Flatbush Ave at NE corner,5-Feb,575,757,1778.362788
0101000020E6100000A183AA41987A52C010CFB9C9A8544440,590,590,http://web.mta.info/nyct/service/,Saratoga Ave & Livonia Ave at SW corner,3,576,735,1012.691444
0101000020E61000008C7B116C5C7A52C0B5BAEB0434634440,591,1528,http://web.mta.info/nyct/service/,31st St & 23rd Ave at NE corner,N-Q,577,1673,526.1536443
0101000020E61000003D08C9E6AA7E52C051CA36423F554440,592,1040,http://web.mta.info/nyct/service/,8th Ave & 9th St at NW corner,F,578,1185,699.107135
0101000020E6100000B493CD73447052C04CFC8E66654D4440,593,946,http://web.mta.info/nyct/service/,Beach 22nd St & Mott Ave at SW corner,A,579,1091,202.6624413
0101000020E6100000E6E0F3FE3F7C52C014BB8A2D3D664440,594,1238,http://web.mta.info/nyct/service/,Lexington Ave & 116th St at NE corner,6,580,1383,591.2964506
0101000020E610000077B7FC33837F52C05C3ABFE3145F4440,595,1014,http://web.mta.info/nyct/service/,6th Ave & 23rd St at NE corner,F-M,581,1159,113.9243009
0101000020E6100000F8CAEA71DF7952C00F77D055F36C4440,596,456,http://web.mta.info/nyct/service/,Grand Concourse & 179th St at NE corner,B-D,582,601,509.3576373
0101000020E61000003D311FD8F17B52C0E2C1FA34276D4440,597,695,http://web.mta.info/nyct/service/,Fort Washington Ave & 185th St at SE corner,A,583,840,236.4760598
0101000020E6100000BF28A472137B52C01EF1B59256584440,598,92,http://web.mta.info/nyct/service/,Linden St & Broadway at NW corner,J-Z,584,237,318.3120721
0101000020E61000000DBBE5CAA07952C04945EA154F714440,599,1380,http://web.mta.info/nyct/service/,Broadway & 238th St at SE corner (exit only),1,585,1525,13.71083678
0101000020E6100000BA781ABCAF8052C0681AFDFF38514440,600,53,http://web.mta.info/nyct/service/,8th Ave & 62nd St at NW corner,N,586,198,1020.764218
0101000020E6100000B2F707CC437C52C0ED6B846C596A4440,601,707,http://web.mta.info/nyct/service/,Saint Nicholas Ave & 155th St at SW corner,C,588,852,235.2688914
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,602,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,589,1667,3622.645442
0101000020E61000002D08C1AE267C52C0F5A28A10576C4440,603,357,http://web.mta.info/nyct/service/,Fort Washington Ave & 175th St at SE corner,A,590,502,123.2014229
0101000020E6100000C751BB0B947C52C010D2DBC70A5A4440,604,1343,http://web.mta.info/nyct/service/,Lorimer St & Broadway at NW corner,J-M,591,1488,227.4370482
0101000020E61000006127DBC4C97652C0AFC1A9C134604440,605,1782,http://web.mta.info/nyct/service/,111th St & Roosevelt Ave at NW corner,7,593,49,202.2963006
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,606,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,594,1667,6625.604025
0101000020E6100000993DEC9FA77D52C02DEE886C20534440,607,1624,http://web.mta.info/nyct/service/,18th St & Church Ave at NW corner,B-Q,595,1769,229.6782545
0101000020E6100000B4E4C765A37C52C06ADB2D5A5D644440,608,1929,http://web.mta.info/nyct/service/,2nd Ave & 96th St at SW corner,Q,596,1925,88.5906338
0101000020E6100000A8D12232AC7E52C0CEE442BB43524440,609,1051,http://web.mta.info/nyct/service/,McDonald Ave & Church Ave at SE corner,F,597,1196,45.40362154
0101000020E61000002D08C1AE267C52C0F5A28A10576C4440,610,357,http://web.mta.info/nyct/service/,Fort Washington Ave & 175th St at SE corner,A,598,502,123.2014229
0101000020E6100000FF7137F92D7F52C0ED0AE2DBF45B4440,611,108,http://web.mta.info/nyct/service/,Norfolk St & Delancey St at NE corner,F-J-M-Z,599,253,678.4753423
0101000020E6100000FAF34047AB7F52C035CD1731EC5C4440,612,1282,http://web.mta.info/nyct/service/,Lafayette St & Bleecker St at SW corner,B-D-F-M-6,600,1427,35.21267924
0101000020E61000000F18C9586D7F52C012B9603FC4604440,613,752,http://web.mta.info/nyct/service/,8th Ave & 40th St at SW corner,A-C-E-N-Q-R-S-1-2-3-7,601,897,529.1359589
0101000020E6100000F6AEE202D08052C014175AA9A05A4440,614,1574,http://web.mta.info/nyct/service/,Trinity Pl & Rector St at NE corner,R,669,1719,41.42024937
0101000020E6100000FF7137F92D7F52C0ED0AE2DBF45B4440,615,108,http://web.mta.info/nyct/service/,Norfolk St & Delancey St at NE corner,F-J-M-Z,602,253,609.2678583
0101000020E61000003A0A2DCC427452C01204DF43C2594440,616,164,http://web.mta.info/nyct/service/,Van Wyck Expwy & 89th Ave at SW corner,E,603,309,732.5200055
0101000020E6100000A99D1BEF8E7F52C04020C5961E5F4440,617,487,http://web.mta.info/nyct/service/,6th Ave & 23rd St at NW corner,F-M,604,632,77.90831447
0101000020E610000026ADE61E127552C00352AFA3AA594440,618,63,http://web.mta.info/nyct/service/,121st St & Jamaica Ave at NW corner,J-Z,605,208,640.8156365
0101000020E6100000BA6D3A38D87E52C075B5D9D2A3634440,619,1459,http://web.mta.info/nyct/service/,Broadway & 72nd St at SE corner,1/2/03,606,1604,254.735764
0101000020E6100000F877ED64707F52C0D9F218DC0F5E4440,620,326,http://web.mta.info/nyct/service/,Broadway & 14th St at SW corner,L-N-Q-R-4-5-6,607,471,238.7638687
0101000020E61000009C49A35A447C52C01E6C6831B1594440,621,98,http://web.mta.info/nyct/service/,,J-M,608,243,22.08233194
0101000020E610000001E2538D5E7952C0957417C7815F4440,622,1801,http://web.mta.info/nyct/service/,69th St & Roosevelt Ave at SW corner,7,609,68,722.6622963
0101000020E610000021B2C135777F52C018FB030EA15C4440,623,499,http://web.mta.info/nyct/service/,Chrystie St & Houston St at SW corner,F,610,644,95.55239921
0101000020E610000015C50531D07A52C0A91E0FC85E674440,624,652,http://web.mta.info/nyct/service/,Brook Ave & 138th St at NE corner,6,611,797,496.6810093
0101000020E610000041F99F6B5F7A52C087861C1538634440,625,1526,http://web.mta.info/nyct/service/,31st St & 23rd Ave at NW corner,N-Q,612,1671,504.8227126
0101000020E610000022F5FF74037952C077B43C2009694440,626,641,http://web.mta.info/nyct/service/,Hunts Point Ave & 163rd St at SE corner,6,613,786,21.54333316
0101000020E6100000BABC58C4B07952C0993963C5A9524440,627,1068,http://web.mta.info/nyct/service/,Glenwood Rd & E 98th St at NW corner,L,615,1213,311.7418342
0101000020E6100000BA781ABCAF8052C0681AFDFF38514440,628,53,http://web.mta.info/nyct/service/,8th Ave & 62nd St at NW corner,N,616,198,125.696729
0101000020E6100000AD677286E27E52C04DFA0210775F4440,629,1268,http://web.mta.info/nyct/service/,Park Ave & 32nd St at SW corner,6,617,1413,132.6712514
0101000020E6100000E9996C59BE7952C0A52D558F345A4440,630,115,http://web.mta.info/nyct/service/,Forest Ave & Myrtle Ave at NW corner,M,618,260,763.5321397
0101000020E6100000C7DD0E98877852C05BC5B0D348554440,631,599,http://web.mta.info/nyct/service/,Ashford St & Livonia Ave at SW corner,3,619,744,1632.903041
0101000020E610000079C37000FD7852C0D3F4D59810694440,632,642,http://web.mta.info/nyct/service/,Hunts Point Ave & 163rd St at SE corner,6,620,787,247.7631546
0101000020E610000049B73239B57B52C0956E08A051604440,633,1545,http://web.mta.info/nyct/service/,31st St & 39th Ave at SE corner,N-Q,621,1690,82.46732074
0101000020E610000073BFF8DD747D52C097E3FD71FB494440,634,5,http://web.mta.info/nyct/service/,,B-Q,622,150,193.2822296
0101000020E610000043C0FBC9187752C034DCE81DA76A4440,635,631,http://web.mta.info/nyct/service/,Metropolitan Ave & Westchester Ave at NW corner,6,623,776,218.8786472
0101000020E6100000874662F4DC7452C0F80E87B01A6D4440,636,616,http://web.mta.info/nyct/service/,Burr Ave & Westchester Ave at NE corner,6,624,761,40.39682843
0101000020E610000009FECBECF37452C0F35F23DFA54A4440,637,922,http://web.mta.info/nyct/service/,Beach 106th St & Rockaway Frwy at NW corner,H,625,1067,138.8139734
0101000020E6100000E5C827BC047552C0FC5A19E945614440,638,1439,http://web.mta.info/nyct/service/,Main St & Roosevelt Ave at SE corner,7,626,1584,3681.732854
0101000020E610000064497ADB4C7552C0ABEDFF648C574440,639,440,http://web.mta.info/nyct/service/,109th St & Liberty Ave at SE corner,A,627,585,498.9473036
0101000020E6100000B471BA675D7D52C04DEFB190B95A4440,640,305,http://web.mta.info/nyct/service/,Havemeyer St & Broadway at NE corner,J-M-Z,628,450,45.96287193
0101000020E6100000AE4C9C525E7E52C03C4F8E0DDD4E4440,641,523,http://web.mta.info/nyct/service/,McDonald Ave & Avenue M at SW corner,F,629,668,107.9202292
