the_geom,cartodb_id,cb_link_id,borough,community_board,council_district,latitude,longitude,project_status,smallest_ppt,street_address,postcode,link_site_id,link_smoke_tested_and_activated_a,link_installation_a,neighborhood_tabulation_area_nta,building_identification_number_bin,borough_block_lot_bbl,census_tract_ct,cross_street_1,cross_street_2,ixn_corner,gf_permit_application_id,location,x_coordinate,y_coordinate,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000009F3D97A9498552C02383DC45984C4440,649,LINK-001757,Staten Island,502,50,40.598397,-74.082621,Live,145522,1177 HYLAN BOULEVARD,10305,si-02-145522,2/28/17,1/31/17,Old Town-Dongan Hills-South Beach,5047160,5032080020,5009601,WOODLAWN AVENUE,WINFIELD AVENUE,NW,,"(40.59839673, -74.08262136)","961,305.77","157,299.29",637,1585,4984.697897
0101000020E610000059DE550F987C52C017D4B7CCE9504440,650,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",638,622,4086.223199
0101000020E610000081B4FF01D67552C0073F7100FD584440,651,LINK-021393,Queens,409,32,40.695221,-73.841187,Live,145881,105-24 JAMAICA AVENUE,11418,qu-09-145881,8/10/17,7/15/17,Richmond Hill,4194296,4092890028,4012602,106 STREET,105 STREET,MIDBLOCK,81797,"(40.69522138, -73.84118746)","1,028,288.80","192,604.27",639,1313,3664.11044
0101000020E610000055DAE21A9F7D52C08656276728524440,652,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",640,62,2868.163765
0101000020E61000003A03232F6B7952C0E3C798BB96564440,653,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",641,1152,1865.85206
0101000020E610000092AE997CB37252C07C26FBE7695A4440,654,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",642,1588,1965.628217
0101000020E61000005E2D7766827B52C00B43E4F4F5564440,655,LINK-018120,Brooklyn,303,36,40.679381,-73.929834,Live,145816,1741 FULTON STREET,11233,bk-03-145816,9/27/17,3/19/17,Crown Heights North,3325182,3016910012,3029700,UTICA AVENUE,STUYVESANT AVENUE,NW,81530,"(40.679381, -73.929834)","1,003,711.70","186,801.03",643,1753,436.5613425
0101000020E61000002D0ABB287A7D52C083BF5FCC96544440,656,LINK-001078,Brooklyn,309,40,40.660852,-73.960581,Live,126569,535 FLATBUSH AVENUE,11225,bk-09-126569,3/7/17,2/17/17,Prospect Lefferts Gardens-Wingate,3114678,3050280006,3079801,LINCOLN ROAD,BEEKMAN PLACE,SE,,"(40.660852, -73.960581)","995,186.55","180,045.05",644,322,237.3927616
0101000020E610000037E33444157A52C0F8DF4A766C6E4440,657,LINK-011667,Bronx,207,14,40.862685,-73.907548,Live,144372,2338 LORING PLACE NORTH,10468,bx-07-144372,5/11/17,4/7/17,Kingsbridge Heights,2014947,2032250108,2025500,WEST FORDHAM ROAD,WEST 183 STREET,SE,,"(40.862685, -73.907548)","1,009,822.61","253,590.52",645,939,1081.472035
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,658,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",646,399,2076.171598
0101000020E6100000CB83F414397552C0629F008A91594440,659,LINK-001111,Queens,409,29,40.699754,-73.831609,Live,135034,118-04 JAMAICA AVENUE,11418,qu-09-135034,9/25/17,5/12/17,Richmond Hill,4195911,4093280001,4012200,118 STREET,MYRTLE AVENUE,SW,,"(40.69975447, -73.83160899)","1,030,941.74","194,260.76",647,1734,147.0375
0101000020E610000059DE550F987C52C017D4B7CCE9504440,660,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",648,622,6910.305535
0101000020E610000095D233BDC47A52C00135B56CAD694440,661,LINK-013218,Bronx,204,17,40.825605,-73.918258,Live,119077,271 EAST 161 STREET,10451,bx-04-119077,6/11/18,5/2/18,East Concourse-Concourse Village,2001921,2024210001,2017300,MORRIS AVENUE,PARK AVENUE,NE,,"(40.82560474, -73.91825809)","1,006,872.76","240,077.84",649,1797,111.8585943
0101000020E610000044F81741637D52C08907944DB95A4440,662,LINK-013485,Brooklyn,301,33,40.70878,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,1/31/18,11/17/17,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)","995,566.40","197,506.74",650,294,41.59478005
0101000020E61000009E9ACB0D867E52C01805C1E3DB634440,663,LINK-013690,Manhattan,107,6,40.780148,-73.976932,Live,121161,338 COLUMBUS AVENUE,10024,mn-07-121161,6/5/18,2/9/18,Upper West Side,1030178,1011480014,1016100,WEST 76 STREET,WEST 77 STREET,NW,,"(40.78014761, -73.97693216)","990,638.58","223,506.50",651,349,75.12917367
0101000020E610000055DAE21A9F7D52C08656276728524440,664,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",652,62,4226.904512
0101000020E610000059DE550F987C52C017D4B7CCE9504440,665,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",653,622,5407.535721
0101000020E61000009F3D97A9498552C02383DC45984C4440,666,LINK-001757,Staten Island,502,50,40.598397,-74.082621,Live,145522,1177 HYLAN BOULEVARD,10305,si-02-145522,2/28/17,1/31/17,Old Town-Dongan Hills-South Beach,5047160,5032080020,5009601,WOODLAWN AVENUE,WINFIELD AVENUE,NW,,"(40.59839673, -74.08262136)","961,305.77","157,299.29",654,1585,1984.910484
0101000020E6100000A5A2B1F6778052C0DA1EBDE13E5A4440,667,LINK-000772,Manhattan,101,1,40.705044,-74.007322,Live,135575,95 WALL STREET,10005,mn-01-135575,4/27/18,11/11/17,Battery Park City-Lower Manhattan,1000864,1000330011,1000700,WATER STREET,FRONT STREET,SE,,"(40.70504418, -74.00732188)","982,219.94","196,143.17",655,1867,18.74802649
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,668,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",656,1163,5168.220518
0101000020E6100000F06C8FDE707F52C005DD5ED218594440,669,LINK-001011,Brooklyn,302,33,40.69607,-73.991264,Live,126247,280 CADMAN PLAZA WEST,11201,bk-02-126247,3/3/17,2/13/17,Brooklyn Heights-Cobble Hill,3001939,3002390016,3000502,CLINTON STREET,PIERREPONT STREET,SW,,"(40.69607044, -73.99126379)","986,672.53","192,873.80",657,930,308.4152993
0101000020E610000033FB3C46797752C0E63C635FB2574440,670,LINK-021925,Brooklyn,305,37,40.685131,-73.866777,Live,145938,3480 FULTON STREET,11208,bk-05-145938,12/20/17,9/29/17,Cypress Hills-City Line,3093078,3041520033,3118400,ELDERT LANE,GRANT AVENUE,SW,81902,"(40.68513094, -73.86677733)","1,021,198.32","188,916.20",658,1319,11936.21944
0101000020E610000092AE997CB37252C07C26FBE7695A4440,671,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",659,1588,8465.059853
0101000020E61000009A779CA2237952C051A5660FB46E4440,672,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",660,1310,2665.357026
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,673,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",661,820,4332.525989
0101000020E6100000292499D53B7C52C0664E97C5C4684440,674,LINK-013161,Manhattan,110,9,40.818505,-73.941152,Live,137385,2401 ADAM CLAYTON POWELL JR. BOULEVARD,10030,mn-10-137385,9/12/17,7/19/17,Central Harlem North-Polo Grounds,1060058,1020090001,1023000,WEST 140 STREET,WEST 141 STREET,NE,,"(40.818505, -73.941152)","1,000,538.42","237,486.06",662,608,189.0268819
0101000020E610000092AE997CB37252C07C26FBE7695A4440,675,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",663,1588,11942.87115
0101000020E61000004E5FCFD72C7E52C07638BA4A77654440,676,LINK-010797,Manhattan,107,6,40.792703,-73.971487,Live,120611,700 AMSTERDAM AVENUE,10025,mn-07-120611,12/20/16,11/2/16,Upper West Side,1033650,1012410036,1017900,WEST 93 STREET,WEST 94 STREET,SW,,"(40.79270287, -73.97148731)","992,145.03","228,081.25",664,112,124.6070074
0101000020E6100000650113B8758052C09EEE3CF19C5B4440,677,LINK-000570,Manhattan,101,1,40.715727,-74.007185,Installed,108151,183 CHURCH STREET,10007,mn-01-108151,,6/20/18,SoHo-TriBeCa-Civic Center-Little Italy,1001642,1001500015,1003300,DUANE STREET,READE STREET,MIDBLOCK,,"(40.7157269, -74.00718506)","982,258.19","200,035.20",665,1591,434.6083042
0101000020E6100000D71533C2DB7C52C0A1BFD02346554440,678,LINK-011635,Brooklyn,309,35,40.666203,-73.950913,Live,127020,926 NOSTRAND AVENUE,11225,bk-09-127020,3/1/17,2/3/17,Crown Heights South,3034163,3012960039,3032100,CROWN STREET,MONTGOMERY STREET,SW,,"(40.66620283, -73.95091335)","997,867.69","181,995.87",666,212,160.6791951
0101000020E6100000C7A17E17B67752C082531F48DE5F4440,679,LINK-014407,Queens,404,21,40.748971,-73.870489,Live,111122,95-36 ROOSEVELT AVENUE,11372,qu-04-111122,9/8/17,7/22/17,Elmhurst,4039774,4015930008,4046500,WARREN STREET,95 STREET,SW,,"(40.74897101, -73.8704887)","1,020,134.61","212,173.52",667,1386,671.2844118
0101000020E610000030DAE385748652C0AAD6C22CB44B4440,680,LINK-018416,Staten Island,502,50,40.591436,-74.100862,Live,145829,1570 RICHMOND ROAD,10304,si-02-145829,5/25/17,4/10/17,Old Town-Dongan Hills-South Beach,5048650,5033050008,5009602,GARRETSON AVENUE,SEAVIEW AVENUE,MIDBLOCK,81712,"(40.59143558, -74.10086158)","956,237.48","154,768.47",668,1450,4338.763839
0101000020E61000003579CA6ABA7F52C0B9895A9A5B574440,681,LINK-000052,Brooklyn,306,39,40.682483,-73.995753,Live,126394,343 COURT STREET,11231,bk-06-126394,11/21/17,8/10/17,Carroll Gardens-Columbia Street-Red Hook,3007004,3004280001,3007500,UNION STREET,SACKETT STREET,NE,,"(40.68248292, -73.99575348)","985,427.79","187,923.38",670,1006,906.918452
0101000020E610000033FB3C46797752C0E63C635FB2574440,682,LINK-021925,Brooklyn,305,37,40.685131,-73.866777,Live,145938,3480 FULTON STREET,11208,bk-05-145938,12/20/17,9/29/17,Cypress Hills-City Line,3093078,3041520033,3118400,ELDERT LANE,GRANT AVENUE,SW,81902,"(40.68513094, -73.86677733)","1,021,198.32","188,916.20",671,1319,1936.03334
0101000020E6100000D7BE805EB87852C0A2D288997D5E4440,683,LINK-001147,Queens,404,25,40.738208,-73.886253,Live,132440,77-06 QUEENS BOULEVARD,11373,qu-04-132440,3/20/17,11/19/16,Elmhurst-Maspeth,4056456,4024520001,4047900,IRELAND STREET,HILLYER STREET,SE,,"(40.738208, -73.886253)","1,015,771.78","208,246.15",672,556,113.2611064
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,684,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",673,399,1823.289922
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,685,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",674,820,542.6989078
0101000020E61000008D2441B8027D52C0FFB0A54753694440,686,LINK-011182,Manhattan,109,7,40.822854,-73.953291,Live,135705,3421 BROADWAY,10031,mn-09-135705,4/20/18,3/3/18,Hamilton Heights,1062310,1020870093,1022500,WEST 140 STREET,WEST 139 STREET,NW,,"(40.82285389, -73.95329055)","997,177.77","239,068.50",675,502,18.90130134
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,687,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",676,399,3579.998498
0101000020E610000068B0A9F3A87B52C04833164D67534440,688,LINK-011626,Brooklyn,317,45,40.65159,-73.932187,Live,126271,4802 CHURCH AVENUE,11203,bk-17-126271,7/24/18,11/17/17,East Flatbush-Farragut,3102784,3046960001,3086000,EAST 48 STREET,EAST 49 STREET,SE,,"(40.65159, -73.932187)","1,003,066.90","176,675.47",677,912,741.2163662
0101000020E61000003C6C2233177D52C03EB2B96A9E634440,689,LINK-000870,Manhattan,108,5,40.778272,-73.954541,Live,121017,1518 3 AVENUE,10028,mn-08-121017,6/9/16,3/19/16,Upper East Side-Carnegie Hill,1047938,1015140039,1014801,EAST 85 STREET,EAST 86 STREET,NW,,"(40.778272, -73.954541)","996,840.11","222,825.58",678,878,224.4264552
0101000020E61000003AE7A7380E7352C0F4A8F8BF235A4440,690,LINK-000802,Queens,412,27,40.704216,-73.797743,Live,141538,162-02 JAMAICA AVENUE,11433,qu-12-141538,2/3/17,12/20/16,Jamaica,4215621,4101020001,4044601,162 STREET,UNION HALL STREET,SE,,"(40.70421585, -73.79774312)","1,040,328.36","195,906.04",679,1614,12569.82862
0101000020E6100000022A1C412A7D52C0D996016729574440,691,LINK-018102,Brooklyn,303,36,40.680951,-73.955704,Live,145796,540 FRANKLIN AVENUE,11238,bk-03-145796,3/24/17,3/11/17,Clinton Hill,3339279,3020160042,3022700,FULTON STREET,LEFFERTS PLACE,NW,81512,"(40.68095126, -73.95570356)","996,536.06","187,368.43",680,209,59.7715448
0101000020E610000032CC09DAE47D52C0836BEEE87F574440,692,LINK-018067,Brooklyn,302,35,40.683591,-73.967093,Live,145747,907 FULTON STREET,11238,bk-02-145747,5/1/17,2/27/17,Clinton Hill,3056600,3019760018,3019900,CLINTON AVENUE,VANDERBILT AVENUE,NW,81480,"(40.683591, -73.967093)","993,376.73","188,328.77",681,1722,108.9102422
0101000020E6100000E2900DA48B7D52C065AA605452574440,693,LINK-018071,Brooklyn,302,35,40.6822,-73.961648,Live,145793,464 GRAND AVENUE,11238,bk-02-145793,5/19/17,3/6/17,Clinton Hill,3057641,3020140033,3020100,FULTON STREET,LEFFERTS PLACE,NW,81471,"(40.68219957, -73.9616482)","994,887.06","187,822.45",682,614,55.09413899
0101000020E6100000E6577380607C52C01CB5C2F4BD5A4440,694,LINK-012938,Brooklyn,301,34,40.708922,-73.94339,Live,126673,202 GRAHAM AVENUE,11206,bk-01-126673,5/23/17,4/28/17,Bushwick South,3344974,3030260001,3049300,SCHOLES STREET,STAGG STREET,NE,,"(40.70892202, -73.94338965)","999,944.86","197,560.97",684,1769,6.54678065
0101000020E6100000A2B60DA3207A52C0FBCC599F72684440,695,LINK-013042,Bronx,201,8,40.815998,-73.908242,Live,123210,660 WESTCHESTER AVENUE,10455,bx-01-123210,6/26/18,5/17/18,Melrose South-Mott Haven North,2004431,2026230198,2007300,JACKSON AVENUE,TRINITY AVENUE,SW,,"(40.81599771, -73.90824221)","1,009,648.40","236,580.40",685,1219,1683.453154
0101000020E610000030478FDFDB7C52C0BD8E386403554440,696,LINK-010328,Brooklyn,309,35,40.664166,-73.95092,Live,130021,991 NOSTRAND AVENUE,11225,bk-09-130021,4/13/17,2/23/17,Crown Heights South,3324553,3013090001,3031900,EMPIRE BOULEVARD,SULLIVAN PLACE,NE,,"(40.66416648, -73.95091962)","997,866.36","181,253.97",686,144,284.0717946
0101000020E610000092AE997CB37252C07C26FBE7695A4440,697,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",687,1588,11942.87115
0101000020E6100000008E3D7B2E7D52C03123BC3D08534440,698,LINK-022141,Brooklyn,314,40,40.648689,-73.955962,Live,145929,43 SNYDER AVENUE,11226,bk-14-145929,10/12/17,9/17/17,Erasmus,3117230,3051030079,3079400,BEDFORD AVENUE,FLATBUSH AVENUE,NW,81924,"(40.64868919, -73.95596197)","996,470.30","175,614.42",688,510,19.91265362
0101000020E610000032C687D9CB7752C05DE15D2EE25F4440,699,LINK-012822,Queens,403,21,40.74909,-73.871817,Live,139617,37-65 95 STREET,11372,qu-03-139617,2/21/18,10/19/17,Jackson Heights,4036632,4014830058,4027300,ROOSEVELT AVENUE,37 AVENUE,NE,,"(40.74908967, -73.87181741)","1,019,766.39","212,216.21",689,946,456.7150493
0101000020E6100000C7A17E17B67752C082531F48DE5F4440,700,LINK-014407,Queens,404,21,40.748971,-73.870489,Live,111122,95-36 ROOSEVELT AVENUE,11372,qu-04-111122,9/8/17,7/22/17,Elmhurst,4039774,4015930008,4046500,WARREN STREET,95 STREET,SW,,"(40.74897101, -73.8704887)","1,020,134.61","212,173.52",690,1386,671.2844118
0101000020E610000044F81741637D52C08907944DB95A4440,701,LINK-013485,Brooklyn,301,33,40.70878,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,1/31/18,11/17/17,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)","995,566.40","197,506.74",691,294,41.59478005
0101000020E61000003C4B9011507F52C0103FFF3D785D4440,786,LINK-008245,Manhattan,103,2,40.730232,-73.989262,Live,138537,35 3 AVENUE,10003,mn-03-138537,10/21/16,9/18/16,East Village,1006764,1004650001,1004000,EAST 9 STREET,EAST 10 STREET,NE,,"(40.73023165, -73.98926217)","987,226.04","205,319.83",777,94,171.7640552
0101000020E6100000705CC64D0D7B52C0826F9A3E3B624440,702,LINK-014248,Queens,401,22,40.767433,-73.922687,Live,108362,29-24 30 AVENUE,11102,qu-01-108362,10/9/17,9/16/17,Old Astoria,4007621,4005920025,4007300,29 STREET,30 STREET,MIDBLOCK,,"(40.76743258, -73.92268748)","1,005,665.59","218,882.60",692,169,149.6702355
0101000020E610000063416150A67F52C0B28009DCBA574440,703,LINK-000051,Brooklyn,306,39,40.68539,-73.994526,Live,126392,252 COURT STREET,11231,bk-06-126392,11/21/17,8/10/17,Carroll Gardens-Columbia Street-Red Hook,3336007,3003260037,3006700,KANE STREET,BUTLER STREET,SW,,"(40.68538976, -73.9945262)","985,768.11","188,982.45",693,514,645.6723519
0101000020E61000000CE6AF90B97952C0CCF10A444F6C4440,704,LINK-012120,Bronx,205,15,40.846169,-73.901951,Live,138759,1831 WEBSTER AVENUE,10457,bx-05-138759,8/1/17,6/24/17,Mount Hope,2009388,2028920077,2023100,EAST 175 STREET,EAST 176 STREET,MIDBLOCK,,"(40.846169, -73.901951)","1,011,377.49","247,574.79",694,585,879.5422212
0101000020E61000003F53AF5B047C52C04ED1915CFE654440,705,LINK-011378,Manhattan,111,8,40.796825,-73.937766,Live,120314,2256 2 AVENUE,10029,mn-11-120314,3/31/17,12/18/16,East Harlem North,1052931,1016870049,1018800,EAST 116 STREET,EAST 115 STREET,NE,,"(40.79682481, -73.93776628)","1,001,481.15","229,587.85",695,1311,313.2817384
0101000020E6100000206118B0E47B52C04D8578245E6C4440,706,LINK-011100,Manhattan,112,10,40.846623,-73.935833,Live,134849,1339 ST. NICHOLAS AVENUE,10033,mn-12-134849,2/7/18,12/6/17,Washington Heights South,1063552,1021440049,1026300,WEST 177 STREET,WEST 176 STREET,SW,,"(40.84662333, -73.93583333)","1,002,003.05","247,731.64",696,838,31.98339628
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,707,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",697,820,126.7748317
0101000020E610000095D233BDC47A52C00135B56CAD694440,708,LINK-013218,Bronx,204,17,40.825605,-73.918258,Live,119077,271 EAST 161 STREET,10451,bx-04-119077,6/11/18,5/2/18,East Concourse-Concourse Village,2001921,2024210001,2017300,MORRIS AVENUE,PARK AVENUE,NE,,"(40.82560474, -73.91825809)","1,006,872.76","240,077.84",698,1797,156.9895469
0101000020E61000003A03232F6B7952C0E3C798BB96564440,709,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",699,1152,645.7970275
0101000020E6100000B6B9313D617A52C0D6AA5D13D2564440,710,LINK-018133,Brooklyn,316,41,40.678286,-73.912185,Live,145962,2122 FULTON STREET,11233,bk-16-145962,4/5/18,9/30/17,Ocean Hill,3042170,3015510015,3030100,SOMERS STREET,ROCKAWAY AVENUE,MIDBLOCK,81539,"(40.67828559, -73.91218476)","1,008,607.41","186,406.35",700,885,871.2716985
0101000020E6100000F5F23B4D668052C0E4874A23665A4440,711,LINK-000774,Manhattan,101,1,40.706242,-74.006244,Live,123076,110 MAIDEN LANE,10005,mn-01-123076,2/9/18,11/4/17,Battery Park City-Lower Manhattan,1000880,1000390012,1000700,WATER STREET,PEARL STREET,SW,,"(40.70624185, -74.00624351)","982,518.96","196,579.49",701,1729,59.67510848
0101000020E6100000650113B8758052C09EEE3CF19C5B4440,712,LINK-000570,Manhattan,101,1,40.715727,-74.007185,Installed,108151,183 CHURCH STREET,10007,mn-01-108151,,6/20/18,SoHo-TriBeCa-Civic Center-Little Italy,1001642,1001500015,1003300,DUANE STREET,READE STREET,MIDBLOCK,,"(40.7157269, -74.00718506)","982,258.19","200,035.20",702,1591,374.6164933
0101000020E6100000D4F36E2C287C52C0DE0033DFC15F4440,713,LINK-019776,Queens,402,26,40.748104,-73.939952,Live,145926,27-35 JACKSON AVENUE,11101,qu-02-145926,10/18/17,9/16/17,Hunters Point-Sunnyside-West Maspeth,4005127,4004320008,4001900,DUTCH KILLS STREET,QUEENS STREET,MIDBLOCK,81756,"(40.7481039, -73.93995198)","1,000,888.15","211,836.78",703,107,222.1199094
0101000020E6100000D71533C2DB7C52C0A1BFD02346554440,714,LINK-011635,Brooklyn,309,35,40.666203,-73.950913,Live,127020,926 NOSTRAND AVENUE,11225,bk-09-127020,3/1/17,2/3/17,Crown Heights South,3034163,3012960039,3032100,CROWN STREET,MONTGOMERY STREET,SW,,"(40.66620283, -73.95091335)","997,867.69","181,995.87",704,212,709.1253443
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,715,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",705,820,542.6989078
0101000020E6100000DEE522BE137952C0C23060C9556E4440,716,LINK-000090,Bronx,207,15,40.861993,-73.89183,Live,119793,385 EAST FORDHAM ROAD,10458,bx-07-119793,6/21/17,8/27/16,Bedford Park-Fordham North,2016327,2032750065,2039901,DECATUR AVENUE,MARION AVENUE,NW,,"(40.86199332, -73.89182996)","1,014,170.59","253,343.49",706,71,2539.912504
0101000020E610000016325706D57C52C0FE47A643A7554440,717,LINK-019369,Brooklyn,309,35,40.669167,-73.950502,Live,145833,803 NOSTRAND AVENUE,11225,bk-09-145833,5/19/17,3/24/17,Crown Heights South,3032926,3012690002,3031900,UNION STREET,EASTERN PARKWAY,NE,81694,"(40.66916742, -73.9505023)","997,981.11","183,076.01",707,1102,699.5696321
0101000020E610000031B1F9B8367B52C05DDE1CAED5604440,718,LINK-020933,Queens,401,26,40.756521,-73.925215,Live,145921,35-12 35 AVENUE,11106,qu-01-145921,10/9/17,8/31/17,Astoria,4009594,4006390016,4005700,35 STREET,36 STREET,SE,81864,"(40.75652086, -73.92521461)","1,004,968.97","214,906.49",708,1238,155.2060023
0101000020E61000008A7615527E7A52C0E013EB54F96A4440,719,LINK-020557,Bronx,204,16,40.835734,-73.91396,Live,146078,247 EAST 169 STREET,10456,bx-04-146078,8/2/18,4/19/18,East Concourse-Concourse Village,2000000,2028300072,2017902,GRANT AVENUE,SHERIDAN AVENUE,NW,82160,"(40.83573444, -73.91396042)","1,008,058.55","243,769.60",709,1367,404.1743697
